Name,Link
Nicolás Domínguez,https://fbref.com/en/players/20b3a502/Nicolas-Dominguez
Kevin Bonifazi,https://fbref.com/en/players/fb77bfef/Kevin-Bonifazi
Nicola Bagnolini,https://fbref.com/en/players/ad263695/Nicola-Bagnolini
Tito Gasperini,https://fbref.com/en/players/50ddae52/Tito-Gasperini
Mihajlo Ilić,https://fbref.com/en/players/a06526cf/Mihajlo-Ilic
Joaquin Sosa,https://fbref.com/en/players/50841bef/Joaquin-Sosa
Adama Soumaoro,https://fbref.com/en/players/7b075c75/Adama-Soumaoro
Brendan Chardonnet,https://fbref.com/en/players/16aa7d4c/Brendan-Chardonnet
Kenny Lala,https://fbref.com/en/players/770d7eb8/Kenny-Lala
Bradley Locko,https://fbref.com/en/players/40221fa7/Bradley-Locko
Marco Bizot,https://fbref.com/en/players/3d214e5f/Marco-Bizot
Lilian Brassier,https://fbref.com/en/players/5b146df3/Lilian-Brassier
Romain Del Castillo,https://fbref.com/en/players/0be95d34/Romain-Del-Castillo
Hugo Magnetti,https://fbref.com/en/players/d4d35152/Hugo-Magnetti
Pierre Lees-Melou,https://fbref.com/en/players/f5044e54/Pierre-Lees-Melou
Mahdi Camara,https://fbref.com/en/players/8577e60a/Mahdi-Camara
Martin Satriano,https://fbref.com/en/players/86383d0e/Martin-Satriano
Steve Mounié,https://fbref.com/en/players/19ba6c6d/Steve-Mounie
Jérémy Le Douaron,https://fbref.com/en/players/88c4d190/Jeremy-Le-Douaron
Mathias Pereira Lage,https://fbref.com/en/players/8846a40f/Mathias-Pereira-Lage
Jonas Martin,https://fbref.com/en/players/468fdbad/Jonas-Martin
Kamory Doumbia,https://fbref.com/en/players/9226aa22/Kamory-Doumbia
Julien Le Cardinal,https://fbref.com/en/players/547a72ad/Julien-Le-Cardinal
Grégoire Coudert,https://fbref.com/en/players/ca95200f/Gregoire-Coudert
Bilal Brahimi,https://fbref.com/en/players/02bcaf8e/Bilal-Brahimi
Achraf Dari,https://fbref.com/en/players/5069b796/Achraf-Dari
Jordan Amavi,https://fbref.com/en/players/22721b88/Jordan-Amavi
Axel Camblan,https://fbref.com/en/players/9f4a940f/Axel-Camblan
Adrien Lebeau,https://fbref.com/en/players/ca122e29/Adrien-Lebeau
Karamoko Dembele,https://fbref.com/en/players/7304f3b1/Karamoko-Dembele
Luc Zogbé,https://fbref.com/en/players/3725b44f/Luc-Zogbe
Hianga Mananga Mbock,https://fbref.com/en/players/0f86995c/Hianga-Mananga-Mbock
Antonin Cartillier,https://fbref.com/en/players/c4a71372/Antonin-Cartillier
Christophe Hérelle,https://fbref.com/en/players/3681cfff/Christophe-Herelle
Djibrili Konté,https://fbref.com/en/players/1a1385ad/Djibrili-Konte
Tommy Le Verge,https://fbref.com/en/players/bfd57421/Tommy-Le-Verge
Yan Marillat,https://fbref.com/en/players/9d0dc466/Yan-Marillat
Ollie Watkins,https://fbref.com/en/players/aed3a70f/Ollie-Watkins
Ezri Konsa,https://fbref.com/en/players/0313a347/Ezri-Konsa
John McGinn,https://fbref.com/en/players/90f91999/John-McGinn
Douglas Luiz,https://fbref.com/en/players/6f7d826d/Douglas-Luiz
Emiliano Martínez,https://fbref.com/en/players/7956236f/Emiliano-Martinez
Pau Torres,https://fbref.com/en/players/532e1e4f/Pau-Torres
Lucas Digne,https://fbref.com/en/players/1b84dbe1/Lucas-Digne
Moussa Diaby,https://fbref.com/en/players/aeed5c06/Moussa-Diaby
Matty Cash,https://fbref.com/en/players/2389cdc2/Matty-Cash
Leon Bailey,https://fbref.com/en/players/3a233281/Leon-Bailey
Diego Carlos,https://fbref.com/en/players/b4a014b1/Diego-Carlos
Boubacar Kamara,https://fbref.com/en/players/cc77354e/Boubacar-Kamara
Youri Tielemans,https://fbref.com/en/players/56f7a928/Youri-Tielemans
Clément Lenglet,https://fbref.com/en/players/4f28a6ff/Clement-Lenglet
Álex Moreno,https://fbref.com/en/players/16e9d0ea/Alex-Moreno
Nicolò Zaniolo,https://fbref.com/en/players/9907b1c8/Nicolo-Zaniolo
Jacob Ramsey,https://fbref.com/en/players/1544f145/Jacob-Ramsey
Morgan Rogers,https://fbref.com/en/players/2e5915f1/Morgan-Rogers
Robin Olsen,https://fbref.com/en/players/e7ee38c3/Robin-Olsen
Jhon Durán,https://fbref.com/en/players/414184f7/Jhon-Duran
Tim Iroegbunam,https://fbref.com/en/players/84c5ceea/Tim-Iroegbunam
Calum Chambers,https://fbref.com/en/players/dc6f5bdd/Calum-Chambers
Leander Dendoncker,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker
Tyrone Mings,https://fbref.com/en/players/8397a50c/Tyrone-Mings
Omari Kellyman,https://fbref.com/en/players/aa888da7/Omari-Kellyman
Philippe Coutinho,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho
Bertrand Traoré,https://fbref.com/en/players/c47541e0/Bertrand-Traore
Cameron Archer,https://fbref.com/en/players/05e8ca6d/Cameron-Archer
Kaine Kesler-Hayden,https://fbref.com/en/players/9b066938/Kaine-Kesler-Hayden
Finley Munroe,https://fbref.com/en/players/36625c27/Finley-Munroe
Jaden Philogene Bidace,https://fbref.com/en/players/19f4d211/Jaden-Philogene-Bidace
Lander Emery,https://fbref.com/en/players/b5f7fd45/Lander-Emery
Joe Gauci,https://fbref.com/en/players/5600c774/Joe-Gauci
Filip Marshall,https://fbref.com/en/players/a79abd8b/Filip-Marshall
Tommi O'Reilly,https://fbref.com/en/players/345fc437/Tommi-OReilly
Sam Proctor,https://fbref.com/en/players/b96cec48/Sam-Proctor
James Wright,https://fbref.com/en/players/9417a430/James-Wright
Kadan Young,https://fbref.com/en/players/91c75917/Kadan-Young
Oliwier Zych,https://fbref.com/en/players/be18d79f/Oliwier-Zych
Lucas Chevalier,https://fbref.com/en/players/b3d76d84/Lucas-Chevalier
Leny Yoro,https://fbref.com/en/players/6763f716/Leny-Yoro
Jonathan David,https://fbref.com/en/players/ce50fd99/Jonathan-David
Angel Gomes,https://fbref.com/en/players/645a3363/Angel-Gomes
Benjamin André,https://fbref.com/en/players/ef9c1c95/Benjamin-Andre
Ismaily,https://fbref.com/en/players/cf182add/Ismaily
Tiago santos,https://fbref.com/en/players/3eeebc87/Tiago-santos
Edon Zhegrova,https://fbref.com/en/players/34a88e3e/Edon-Zhegrova
Alexsandro Ribeiro,https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro
Nabil Bentaleb,https://fbref.com/en/players/3189f61a/Nabil-Bentaleb
Bafodé Diakité,https://fbref.com/en/players/1bfb6fef/Bafode-Diakite
Yusuf Yazıcı,https://fbref.com/en/players/f5c8b425/Yusuf-Yazici
Hákon Arnar Haraldsson,https://fbref.com/en/players/e2ae54db/Hakon-Arnar-Haraldsson
Rémy Cabella,https://fbref.com/en/players/148e136f/Remy-Cabella
Gabriel Gudmundsson,https://fbref.com/en/players/d5d22a58/Gabriel-Gudmundsson
Ivan Cavaleiro,https://fbref.com/en/players/979b811d/Ivan-Cavaleiro
Adam Ounas,https://fbref.com/en/players/ed90babd/Adam-Ounas
Samuel Umtiti,https://fbref.com/en/players/3eed9821/Samuel-Umtiti
Ayyoub Bouaddi,https://fbref.com/en/players/8006228f/Ayyoub-Bouaddi
Vito Mannone,https://fbref.com/en/players/c4173f1a/Vito-Mannone
Alan Virginius,https://fbref.com/en/players/01becd60/Alan-Virginius
Carlos Baleba,https://fbref.com/en/players/a1390d2f/Carlos-Baleba
Ignacio Miramon,https://fbref.com/en/players/e43a4083/Ignacio-Miramon
Tiago Fonseca Morais,https://fbref.com/en/players/a951ca82/Tiago-Fonseca-Morais
Trévis Dago,https://fbref.com/en/players/011b2a32/Trevis-Dago
Andrej Ilic,https://fbref.com/en/players/cd2cb5bb/Andrej-Ilic
Ichem Ferrah,https://fbref.com/en/players/307581ff/Ichem-Ferrah
Aaron Malouda,https://fbref.com/en/players/4fe2648c/Aaron-Malouda
Joffrey Bazié,https://fbref.com/en/players/b81610df/Joffrey-Bazie
Vincent Burlet,https://fbref.com/en/players/af8e48b6/Vincent-Burlet
Rafael Fernandes,https://fbref.com/en/players/dbc1e5d8/Rafael-Fernandes
Adam Jakubech,https://fbref.com/en/players/e6951f76/Adam-Jakubech
Amine Messoussa,https://fbref.com/en/players/f29131b5/Amine-Messoussa
Tom Negrel,https://fbref.com/en/players/885430a6/Tom-Negrel
Lisandru Olmeta,https://fbref.com/en/players/8db55ae2/Lisandru-Olmeta
Ousmane Toure,https://fbref.com/en/players/2a0f917e/Ousmane-Toure
Akim Zedadka,https://fbref.com/en/players/0ff630d0/Akim-Zedadka
Guglielmo Vicario,https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario
Pedro Porro,https://fbref.com/en/players/27d0a506/Pedro-Porro
Son Heung-min,https://fbref.com/en/players/92e7e919/Son-Heung-min
Cristian Romero,https://fbref.com/en/players/a3d94a58/Cristian-Romero
Dejan Kulusevski,https://fbref.com/en/players/df3cda47/Dejan-Kulusevski
Destiny Udogie,https://fbref.com/en/players/7cd520e8/Destiny-Udogie
Micky van de Ven,https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven
Pape Matar Sarr,https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr
James Maddison,https://fbref.com/en/players/ee38d9c5/James-Maddison
Yves Bissouma,https://fbref.com/en/players/6c203af0/Yves-Bissouma
Brennan Johnson,https://fbref.com/en/players/0cd31129/Brennan-Johnson
Richarlison,https://fbref.com/en/players/fa031b34/Richarlison
Rodrigo Bentancur,https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur
Ben Davies,https://fbref.com/en/players/44781702/Ben-Davies
Emerson,https://fbref.com/en/players/df8b52a5/Emerson
Timo Werner,https://fbref.com/en/players/49fe9070/Timo-Werner
Pierre Højbjerg,https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg
Oliver Skipp,https://fbref.com/en/players/6250083a/Oliver-Skipp
Giovani Lo Celso,https://fbref.com/en/players/d7553721/Giovani-Lo-Celso
Radu Drăgușin,https://fbref.com/en/players/620922ed/Radu-Dragusin
Bryan Gil,https://fbref.com/en/players/7b5ab7f2/Bryan-Gil
Manor Solomon,https://fbref.com/en/players/886f9aac/Manor-Solomon
Eric Dier,https://fbref.com/en/players/ac861941/Eric-Dier
Ivan Perišić,https://fbref.com/en/players/6fe90922/Ivan-Perisic
Davinson Sánchez,https://fbref.com/en/players/da7b447d/Davinson-Sanchez
Alejo Véliz,https://fbref.com/en/players/3f7bafbe/Alejo-Veliz
Dane Scarlett,https://fbref.com/en/players/21945a9e/Dane-Scarlett
Mikey Moore,https://fbref.com/en/players/00953a9d/Mikey-Moore
Jamie Donley,https://fbref.com/en/players/5e4d9b48/Jamie-Donley
Brandon Austin,https://fbref.com/en/players/5e253986/Brandon-Austin
Alfie Dorrington,https://fbref.com/en/players/ac1ef440/Alfie-Dorrington
Fraser Forster,https://fbref.com/en/players/c3e39f12/Fraser-Forster
Tyrese Hall,https://fbref.com/en/players/f2e48542/Tyrese-Hall
Ashley Phillips,https://fbref.com/en/players/4f21d3af/Ashley-Phillips
Yago Santiago,https://fbref.com/en/players/88b3215c/Yago-Santiago
Alfie Whiteman,https://fbref.com/en/players/3f2587ee/Alfie-Whiteman
Bryan Cristante,https://fbref.com/en/players/16657b95/Bryan-Cristante
Gianluca Mancini,https://fbref.com/en/players/5aa53281/Gianluca-Mancini
Leandro Paredes,https://fbref.com/en/players/dff153a4/Leandro-Paredes
Romelu Lukaku,https://fbref.com/en/players/5eae500a/Romelu-Lukaku
Diego Llorente,https://fbref.com/en/players/bba30585/Diego-Llorente
Obite N'Dicka,https://fbref.com/en/players/441197b8/Obite-NDicka
Paulo Dybala,https://fbref.com/en/players/e0921a4f/Paulo-Dybala
Rui Patrício,https://fbref.com/en/players/79b0d6a0/Rui-Patricio
Lorenzo Pellegrini,https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini
Rasmus Kristensen,https://fbref.com/en/players/39769cff/Rasmus-Kristensen
Stephan El Shaarawy,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy
Edoardo Bove,https://fbref.com/en/players/ae94a6c5/Edoardo-Bove
Mile Svilar,https://fbref.com/en/players/bcf5058a/Mile-Svilar
Leonardo Spinazzola,https://fbref.com/en/players/3626daea/Leonardo-Spinazzola
Rick Karsdorp,https://fbref.com/en/players/9f84febe/Rick-Karsdorp
Angeliño,https://fbref.com/en/players/30941e96/Angelino
Nicola Zalewski,https://fbref.com/en/players/45191c29/Nicola-Zalewski
Houssem Aouar,https://fbref.com/en/players/a5db0bec/Houssem-Aouar
Andrea Belotti,https://fbref.com/en/players/d705ba44/Andrea-Belotti
Zeki Çelik,https://fbref.com/en/players/31a62dc7/Zeki-Celik
Tommaso Baldanzi,https://fbref.com/en/players/102e2599/Tommaso-Baldanzi
Dean Huijsen,https://fbref.com/en/players/87278bce/Dean-Huijsen
Chris Smalling,https://fbref.com/en/players/b6964eb6/Chris-Smalling
Sardar Azmoun,https://fbref.com/en/players/10549b49/Sardar-Azmoun
Tammy Abraham,https://fbref.com/en/players/f586779e/Tammy-Abraham
Renato Sanches,https://fbref.com/en/players/032f894e/Renato-Sanches
Riccardo Pagano,https://fbref.com/en/players/b5b9bde7/Riccardo-Pagano
Ola Solbakken,https://fbref.com/en/players/78f13530/Ola-Solbakken
João Costa,https://fbref.com/en/players/26952edc/Joao-Costa
Niccolò Pisilli,https://fbref.com/en/players/c84dcc88/Niccolo-Pisilli
Filippo Alessio,https://fbref.com/en/players/21c9da64/Filippo-Alessio
Pietro Boer,https://fbref.com/en/players/b4a98bb4/Pietro-Boer
Luigi Cherubini,https://fbref.com/en/players/5aa1a2a7/Luigi-Cherubini
Francesco D'Alessio,https://fbref.com/en/players/38bf8baa/Francesco-DAlessio
Lovro Golič,https://fbref.com/en/players/d80b24a7/Lovro-Golic
Renato Marin,https://fbref.com/en/players/6db4e0b4/Renato-Marin
Jan Oliveras,https://fbref.com/en/players/5417a3bf/Jan-Oliveras
Conor Gallagher,https://fbref.com/en/players/c2731c10/Conor-Gallagher
Moisés Caicedo,https://fbref.com/en/players/16264a81/Moises-Caicedo
Nicolas Jackson,https://fbref.com/en/players/9c36ed83/Nicolas-Jackson
Cole Palmer,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
Axel Disasi,https://fbref.com/en/players/ad82197c/Axel-Disasi
Thiago Silva,https://fbref.com/en/players/86e7deaf/Thiago-Silva
Enzo Fernández,https://fbref.com/en/players/5ff4ab71/Enzo-Fernandez
Đorđe Petrović,https://fbref.com/en/players/0cf321c8/Djordje-Petrovic
Raheem Sterling,https://fbref.com/en/players/b400bde0/Raheem-Sterling
Levi Colwill,https://fbref.com/en/players/700783e7/Levi-Colwill
Marc Cucurella,https://fbref.com/en/players/1daec722/Marc-Cucurella
Malo Gusto,https://fbref.com/en/players/d56b9520/Malo-Gusto
Mykhailo Mudryk,https://fbref.com/en/players/049a888d/Mykhailo-Mudryk
Robert Sánchez,https://fbref.com/en/players/6a713852/Robert-Sanchez
Benoît Badiashile,https://fbref.com/en/players/06df8256/Benoit-Badiashile
Noni Madueke,https://fbref.com/en/players/bf34eebd/Noni-Madueke
Trevoh Chalobah,https://fbref.com/en/players/5515376c/Trevoh-Chalobah
Ben Chilwell,https://fbref.com/en/players/d2424d1b/Ben-Chilwell
Armando Broja,https://fbref.com/en/players/97220da2/Armando-Broja
Reece James,https://fbref.com/en/players/1265a93a/Reece-James
Lesley Ugochukwu,https://fbref.com/en/players/1df4a109/Lesley-Ugochukwu
Christopher Nkunku,https://fbref.com/en/players/7c56da38/Christopher-Nkunku
Carney Chukwuemeka,https://fbref.com/en/players/b2f9c73e/Carney-Chukwuemeka
Alfie Gilchrist,https://fbref.com/en/players/d91f104d/Alfie-Gilchrist
Ian Maatsen,https://fbref.com/en/players/cab9634e/Ian-Maatsen
Cesare Casadei,https://fbref.com/en/players/fb920f3a/Cesare-Casadei
Roméo Lavia,https://fbref.com/en/players/ecad9aa5/Romeo-Lavia
Deivid Washington,https://fbref.com/en/players/95bd120d/Deivid-Washington
Mason Burstow,https://fbref.com/en/players/dab84ad2/Mason-Burstow
Joshua Acheampong,https://fbref.com/en/players/b7e62e1d/Joshua-Acheampong
Alex Matos,https://fbref.com/en/players/ed383e43/Alex-Matos
Jimi Tauriainen,https://fbref.com/en/players/cac9e583/Jimi-Tauriainen
Marcus Bettinelli,https://fbref.com/en/players/0d85a4e8/Marcus-Bettinelli
Eddie Beach,https://fbref.com/en/players/7cbd6d68/Eddie-Beach
Lucas Bergström,https://fbref.com/en/players/b59c2a92/Lucas-Bergstrom
Joshua Brooking,https://fbref.com/en/players/330f638c/Joshua-Brooking
Leo Castledine,https://fbref.com/en/players/1c86192d/Leo-Castledine
Ted Curd,https://fbref.com/en/players/d9bd6f58/Ted-Curd
Kiano Dyer,https://fbref.com/en/players/b43204f6/Kiano-Dyer
Tyrique George,https://fbref.com/en/players/e6f7797e/Tyrique-George
Ollie Harrison,https://fbref.com/en/players/6ce635b6/Ollie-Harrison
Bashir Humphreys,https://fbref.com/en/players/d2b32e91/Bashir-Humphreys
Diego Moreira,https://fbref.com/en/players/12de1b0d/Diego-Moreira
Ishé Samuels-Smith,https://fbref.com/en/players/da95fde0/Ishe-Samuels-Smith
Andrey Santos,https://fbref.com/en/players/dd745366/Andrey-Santos
Teddy Sharman,https://fbref.com/en/players/7cd31238/Teddy-Sharman
Zak Sturge,https://fbref.com/en/players/1095aec1/Zak-Sturge
Ronnie Stutter,https://fbref.com/en/players/e3f9e68a/Ronnie-Stutter
Marcin Bułka,https://fbref.com/en/players/db87a2c4/Marcin-Bulka
Dante,https://fbref.com/en/players/fd2bc67d/Dante
Melvin Bard,https://fbref.com/en/players/1ddbc7ca/Melvin-Bard
Jean-Clair Todibo,https://fbref.com/en/players/88f130ed/Jean-Clair-Todibo
Khéphren Thuram,https://fbref.com/en/players/7d9397f8/Khephren-Thuram
Jeremie Boga,https://fbref.com/en/players/fe012aca/Jeremie-Boga
Morgan Sanson,https://fbref.com/en/players/6e7f1353/Morgan-Sanson
Terem Moffi,https://fbref.com/en/players/065dc209/Terem-Moffi
Gaëtan Laborde,https://fbref.com/en/players/7cdda3bf/Gaetan-Laborde
Pablo Rosario,https://fbref.com/en/players/1a6b7ea4/Pablo-Rosario
Jordan Lotomba,https://fbref.com/en/players/fc4cf6a7/Jordan-Lotomba
Youssouf Ndayishimiye,https://fbref.com/en/players/65c55288/Youssouf-Ndayishimiye
Hicham Boudaoui,https://fbref.com/en/players/f9d5908e/Hicham-Boudaoui
Evann Guessand,https://fbref.com/en/players/b73f17f8/Evann-Guessand
Mohamed Ali Cho,https://fbref.com/en/players/f8405304/Mohamed-Ali-Cho
Sofiane Diop,https://fbref.com/en/players/19053e31/Sofiane-Diop
Youcef Atal,https://fbref.com/en/players/6a827d8e/Youcef-Atal
Alexis Claude-Maurice,https://fbref.com/en/players/741418c3/Alexis-Claude-Maurice
Antoine Mendy,https://fbref.com/en/players/3322e296/Antoine-Mendy
Tom Louchet,https://fbref.com/en/players/f999e9be/Tom-Louchet
Romain Perraud,https://fbref.com/en/players/6dfd8f05/Romain-Perraud
Badredine Bouanani,https://fbref.com/en/players/0400dd2f/Badredine-Bouanani
Aliou Badara Baldé,https://fbref.com/en/players/7362a6f2/Aliou-Badara-Balde
Valentin Rosier,https://fbref.com/en/players/9b6d9b53/Valentin-Rosier
Reda Belahyane,https://fbref.com/en/players/705a1642/Reda-Belahyane
Daouda Traoré,https://fbref.com/en/players/b26afd1e/Daouda-Traore
Bilal Brahimi,https://fbref.com/en/players/02bcaf8e/Bilal-Brahimi
Ayoub Amraoui,https://fbref.com/en/players/ae11ba3d/Ayoub-Amraoui
Robson Bambu,https://fbref.com/en/players/d4fa7d01/Robson-Bambu
Alexis Beka Beka,https://fbref.com/en/players/4a5e83ad/Alexis-Beka-Beka
Teddy Boulhendi,https://fbref.com/en/players/02e63f80/Teddy-Boulhendi
Amidou Doumbouya,https://fbref.com/en/players/c4d2da61/Amidou-Doumbouya
Maxime Dupé,https://fbref.com/en/players/0e12089d/Maxime-Dupe
Salvatore Sirigu,https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu
Adam Marušić,https://fbref.com/en/players/d4535821/Adam-Marusic
Felipe Anderson,https://fbref.com/en/players/9f1893b9/Felipe-Anderson
Ivan Provedel,https://fbref.com/en/players/277da414/Ivan-Provedel
Luis Alberto,https://fbref.com/en/players/5294a83f/Luis-Alberto
Mattéo Guendouzi,https://fbref.com/en/players/5ea8ef20/Matteo-Guendouzi
Alessio Romagnoli,https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli
Mattia Zaccagni,https://fbref.com/en/players/d85c238b/Mattia-Zaccagni
Mario Gila,https://fbref.com/en/players/9c435456/Mario-Gila
Ciro Immobile,https://fbref.com/en/players/4431aed2/Ciro-Immobile
Manuel Lazzari,https://fbref.com/en/players/02caf6e0/Manuel-Lazzari
Patric,https://fbref.com/en/players/f7223718/Patric
Daichi Kamada,https://fbref.com/en/players/15b287da/Daichi-Kamada
Valentín Castellanos,https://fbref.com/en/players/da76bab4/Valentin-Castellanos
Nicolò Casale,https://fbref.com/en/players/3f5f38fb/Nicolo-Casale
Nicolò Rovella,https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella
Danilo Cataldi,https://fbref.com/en/players/ba3d3bea/Danilo-Cataldi
Gustav Isaksen,https://fbref.com/en/players/5715bb71/Gustav-Isaksen
Elseid Hysaj,https://fbref.com/en/players/2f3452eb/Elseid-Hysaj
Matías Vecino,https://fbref.com/en/players/44ac04e9/Matias-Vecino
Luca Pellegrini,https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini
Christos Mandas,https://fbref.com/en/players/f794e9ab/Christos-Mandas
Pedro,https://fbref.com/en/players/3ca7254a/Pedro
Marius Adamonis,https://fbref.com/en/players/1226f0de/Marius-Adamonis
Toma Bašić,https://fbref.com/en/players/80556f08/Toma-Basic
Larsson Coulibaly,https://fbref.com/en/players/73c0aef6/Larsson-Coulibaly
Saná Fernandes,https://fbref.com/en/players/f1253f46/Sana-Fernandes
Alessio Furlanetto,https://fbref.com/en/players/95d9f4dd/Alessio-Furlanetto
Diego González,https://fbref.com/en/players/98d51c94/Diego-Gonzalez
Dimitrije Kamenović,https://fbref.com/en/players/d3e0c826/Dimitrije-Kamenovic
Anderson Lima,https://fbref.com/en/players/59be3a74/Anderson-Lima
Luca Napolitano,https://fbref.com/en/players/74326da1/Luca-Napolitano
Davide Renzetti,https://fbref.com/en/players/c3d7b5f6/Davide-Renzetti
Fabio Ruggeri,https://fbref.com/en/players/16eb9aa3/Fabio-Ruggeri
Luigi Sepe,https://fbref.com/en/players/343f753a/Luigi-Sepe
Bruno Guimarães,https://fbref.com/en/players/82518f62/Bruno-Guimaraes
Fabian Schär,https://fbref.com/en/players/c8aa95da/Fabian-Schar
Anthony Gordon,https://fbref.com/en/players/2bd83368/Anthony-Gordon
Dan Burn,https://fbref.com/en/players/b2d31e83/Dan-Burn
Sean Longstaff,https://fbref.com/en/players/a2b105e0/Sean-Longstaff
Alexander Isak,https://fbref.com/en/players/8e92be30/Alexander-Isak
Kieran Trippier,https://fbref.com/en/players/21512407/Kieran-Trippier
Miguel Almirón,https://fbref.com/en/players/862a1c15/Miguel-Almiron
Martin Dúbravka,https://fbref.com/en/players/3a949a25/Martin-Dubravka
Sven Botman,https://fbref.com/en/players/ccce7025/Sven-Botman
Nick Pope,https://fbref.com/en/players/4b40d9ca/Nick-Pope
Joelinton,https://fbref.com/en/players/c17bfb65/Joelinton
Lewis Miley,https://fbref.com/en/players/2c6835e5/Lewis-Miley
Jacob Murphy,https://fbref.com/en/players/de112b84/Jacob-Murphy
Jamaal Lascelles,https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles
Valentino Livramento,https://fbref.com/en/players/afed6722/Valentino-Livramento
Elliot Anderson,https://fbref.com/en/players/de31038e/Elliot-Anderson
Callum Wilson,https://fbref.com/en/players/c596fcb0/Callum-Wilson
Emil Krafth,https://fbref.com/en/players/77cf6852/Emil-Krafth
Lewis Hall,https://fbref.com/en/players/da011f18/Lewis-Hall
Harvey Barnes,https://fbref.com/en/players/3ea50f67/Harvey-Barnes
Sandro Tonali,https://fbref.com/en/players/0db169ae/Sandro-Tonali
Joe Willock,https://fbref.com/en/players/a3b03921/Joe-Willock
Loris Karius,https://fbref.com/en/players/32e7ce92/Loris-Karius
Matt Targett,https://fbref.com/en/players/e514ab62/Matt-Targett
Matt Ritchie,https://fbref.com/en/players/71ef519e/Matt-Ritchie
Ben Parkinson,https://fbref.com/en/players/32163807/Ben-Parkinson
Paul Dummett,https://fbref.com/en/players/3fe6bd8c/Paul-Dummett
Alex Murphy,https://fbref.com/en/players/f1c42eb3/Alex-Murphy
Joe White,https://fbref.com/en/players/d60c03a9/Joe-White
Amadou Diallo,https://fbref.com/en/players/e31708b2/Amadou-Diallo
Michael Ndiweni,https://fbref.com/en/players/8aff2b51/Michael-Ndiweni
Mark Gillespie,https://fbref.com/en/players/e32958b7/Mark-Gillespie
Travis Hearnes,https://fbref.com/en/players/849e071e/Travis-Hearnes
Javier Manquillo,https://fbref.com/en/players/758dd7f0/Javier-Manquillo
Álex Remiro,https://fbref.com/en/players/374ee424/Alex-Remiro
Martín Zubimendi,https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi
Igor Zubeldia,https://fbref.com/en/players/5c7845f6/Igor-Zubeldia
Robin Le Normand,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand
Mikel Merino,https://fbref.com/en/players/d080ed5e/Mikel-Merino
Brais Méndez,https://fbref.com/en/players/c9e39d91/Brais-Mendez
Hamari Traoré,https://fbref.com/en/players/a4b1028a/Hamari-Traore
Takefusa Kubo,https://fbref.com/en/players/16aa3654/Takefusa-Kubo
Mikel Oyarzabal,https://fbref.com/en/players/8c3c640c/Mikel-Oyarzabal
Ander Barrenetxea,https://fbref.com/en/players/200e89e1/Ander-Barrenetxea
Beñat Turrientes,https://fbref.com/en/players/068f4dec/Benat-Turrientes
Jon Pacheco,https://fbref.com/en/players/44150beb/Jon-Pacheco
Arsen Zakharyan,https://fbref.com/en/players/7f14ec2a/Arsen-Zakharyan
Kieran Tierney,https://fbref.com/en/players/fce2302c/Kieran-Tierney
Javi Galán,https://fbref.com/en/players/a4b00319/Javi-Galan
Umar Sadiq,https://fbref.com/en/players/686cbe7d/Umar-Sadiq
Aihen Muñoz,https://fbref.com/en/players/228b0d9d/Aihen-Munoz
André Silva,https://fbref.com/en/players/3effaa34/Andre-Silva
Sheraldo Becker,https://fbref.com/en/players/8eb55dbb/Sheraldo-Becker
Aritz Elustondo,https://fbref.com/en/players/f7dc2ae5/Aritz-Elustondo
Álvaro Odriozola,https://fbref.com/en/players/1d1691ad/Alvaro-Odriozola
Jon Aramburu,https://fbref.com/en/players/dc7a172e/Jon-Aramburu
Carlos Fernández,https://fbref.com/en/players/e08647d6/Carlos-Fernandez
Olasagasti,https://fbref.com/en/players/3d99999d/Olasagasti
Urko González,https://fbref.com/en/players/c4f5eb61/Urko-Gonzalez
Mohamed Ali Cho,https://fbref.com/en/players/f8405304/Mohamed-Ali-Cho
Unai Marrero,https://fbref.com/en/players/f0fe87dc/Unai-Marrero
Jon Magunacelaya,https://fbref.com/en/players/d4808594/Jon-Magunacelaya
Alex Sola,https://fbref.com/en/players/5fa714d5/Alex-Sola
Alberto Dadie,https://fbref.com/en/players/cc851506/Alberto-Dadie
Jon Martin,https://fbref.com/en/players/df33ecb5/Jon-Martin
Gaizka Ayesa,https://fbref.com/en/players/e495b4d5/Gaizka-Ayesa
Bryan Fiabema,https://fbref.com/en/players/78d458eb/Bryan-Fiabema
