Name,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Off,Performance_PKcon,Performance_OG,Err
Aaron Cresswell,46.0,4.0,1.0,219.0,15.0,1.0,0.0,5.0
Aaron Hickey,29.0,2.0,1.0,105.0,5.0,1.0,0.0,2.0
Aaron Ramsey,7.0,0.0,0.0,20.0,1.0,1.0,0.0,0.0
Aaron Seydel,12.0,0.0,0.0,82.0,25.0,0.0,0.0,1.0
Aaron Wan-Bissaka,24.0,1.0,0.0,119.0,5.0,4.0,0.0,5.0
Aarón Martín,31.0,1.0,1.0,239.0,18.0,0.0,0.0,2.0
Abakar Sylla,12.0,2.0,1.0,58.0,3.0,0.0,1.0,3.0
Abdel Abqar,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdelhamid Sabiri,27.0,0.0,0.0,188.0,4.0,0.0,1.0,1.0
Abderrahman Rebbach,4.0,0.0,0.0,34.0,6.0,0.0,0.0,0.0
Abdessamad Ezzalzouli,9.0,2.0,1.0,54.0,9.0,0.0,0.0,0.0
Abdou Harroui,16.0,0.0,0.0,129.0,5.0,0.0,0.0,1.0
Abdoul Kader Bamba,17.0,2.0,0.0,61.0,12.0,0.0,0.0,2.0
Abdoulaye Doucouré,68.0,1.0,0.0,368.0,44.0,4.0,2.0,6.0
Abdoulaye Touré,18.0,1.0,0.0,181.0,1.0,3.0,0.0,3.0
Abdul Mumin,31.0,5.0,2.0,80.0,2.0,2.0,0.0,5.0
Abdón Prats,19.0,1.0,1.0,116.0,21.0,0.0,0.0,0.0
Ablie Jallow,7.0,0.0,0.0,52.0,4.0,0.0,0.0,0.0
Abner,6.0,0.0,0.0,30.0,2.0,2.0,0.0,0.0
Abraham Rando,5.0,1.0,0.0,32.0,1.0,0.0,0.0,1.0
Achraf Dari,1.0,0.0,0.0,20.0,2.0,1.0,0.0,3.0
Achraf Hakimi,28.0,3.0,1.0,141.0,23.0,1.0,0.0,10.0
Adam Aznou,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Hložek,7.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0
Adam Lallana,33.0,1.0,0.0,284.0,19.0,1.0,0.0,1.0
Adam Marušić,49.0,7.0,1.0,209.0,17.0,3.0,1.0,3.0
Adam Masina,43.0,3.0,0.0,251.0,14.0,6.0,0.0,1.0
Adam Obert,4.0,1.0,1.0,42.0,1.0,1.0,0.0,1.0
Adam Ounas,15.0,2.0,0.0,82.0,15.0,0.0,0.0,2.0
Adam Smith,86.0,5.0,0.0,427.0,12.0,8.0,1.0,5.0
Adam Webster,34.0,2.0,0.0,208.0,3.0,3.0,3.0,12.0
Adam Wharton,9.0,0.0,0.0,61.0,1.0,0.0,0.0,3.0
Adama Soumaoro,33.0,6.0,2.0,180.0,5.0,6.0,1.0,3.0
Adama Traoré,32.0,3.0,0.0,213.0,41.0,1.0,0.0,4.0
Ademola Lookman,19.0,0.0,0.0,156.0,34.0,1.0,0.0,2.0
Ademola Ola-Adebomi,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adnan Januzaj,28.0,3.0,1.0,198.0,23.0,0.0,0.0,0.0
Adri Embarba,54.0,2.0,2.0,402.0,98.0,1.0,0.0,1.0
Adrian Beck,2.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0
Adrian Grbić,14.0,1.0,0.0,151.0,54.0,0.0,0.0,0.0
Adrien Lebeau,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Adrien Rabiot,52.0,3.0,2.0,413.0,12.0,3.0,1.0,4.0
Adrien Tameze,40.0,1.0,0.0,259.0,5.0,3.0,0.0,11.0
Adrien Thomasson,44.0,5.0,2.0,344.0,48.0,1.0,0.0,3.0
Adrien Truffert,15.0,0.0,0.0,95.0,8.0,1.0,0.0,1.0
Adrià Altimira,10.0,1.0,0.0,73.0,1.0,3.0,0.0,2.0
Adrià Pedrosa,21.0,0.0,0.0,81.0,10.0,0.0,2.0,3.0
Adryelson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adson,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Agon Elezi,10.0,2.0,0.0,60.0,1.0,0.0,0.0,0.0
Agustín Martegani,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
Agustín Álvarez Martínez,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0
Ahmed Touba,23.0,1.0,1.0,96.0,3.0,5.0,0.0,2.0
Aiham Ousou,15.0,6.0,3.0,15.0,0.0,1.0,1.0,0.0
Aihen Muñoz,16.0,1.0,1.0,105.0,0.0,0.0,0.0,0.0
Aimar Oroz,9.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0
Ainsley Maitland-Niles,20.0,3.0,2.0,115.0,6.0,2.0,0.0,7.0
Aitor Paredes,12.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Aitor Ruibal,24.0,1.0,0.0,178.0,43.0,1.0,0.0,1.0
Akim Zedadka,21.0,0.0,0.0,106.0,8.0,4.0,1.0,1.0
Akor Adams,8.0,1.0,1.0,86.0,56.0,0.0,0.0,0.0
Alan Matturro,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Alan Virginius,3.0,0.0,0.0,26.0,10.0,0.0,0.0,0.0
Alassane Pléa,33.0,2.0,2.0,304.0,113.0,1.0,0.0,2.0
Albert Guðmundsson,27.0,2.0,1.0,141.0,35.0,1.0,1.0,0.0
Albert Sambi Lokonga,19.0,2.0,2.0,111.0,4.0,1.0,0.0,4.0
Alberto Cerri,31.0,3.0,1.0,269.0,95.0,1.0,1.0,0.0
Alberto Dossena,12.0,0.0,0.0,66.0,1.0,0.0,2.0,2.0
Alberto Grassi,34.0,3.0,2.0,150.0,6.0,2.0,2.0,2.0
Alberto Moleiro,7.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0
Alberto Moreno,43.0,3.0,2.0,216.0,14.0,3.0,0.0,1.0
Alberto Perea,14.0,2.0,0.0,80.0,8.0,0.0,0.0,1.0
Alberto Soro,14.0,1.0,0.0,126.0,28.0,0.0,0.0,0.0
Aleix García,19.0,1.0,0.0,104.0,4.0,3.0,0.0,6.0
Alejandro Balde,5.0,0.0,0.0,42.0,9.0,0.0,0.0,2.0
Alejandro Garnacho,8.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0
Alejandro Pozo Pozo,19.0,1.0,0.0,108.0,13.0,5.0,0.0,3.0
Alejo Véliz,3.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0
Aleksandar Mitrović,65.0,4.0,0.0,334.0,105.0,2.0,0.0,2.0
Aleksandar Pavlovic,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Aleksandar Radovanović,33.0,2.0,0.0,81.0,4.0,3.0,2.0,1.0
Aleksandar Sedlar,52.0,7.0,3.0,104.0,4.0,2.0,0.0,1.0
Aleksandr Golovin,43.0,4.0,1.0,320.0,16.0,0.0,0.0,0.0
Aleksandr Kokorin,29.0,3.0,0.0,165.0,9.0,0.0,0.0,0.0
Aleksei Miranchuk,14.0,1.0,0.0,209.0,15.0,0.0,0.0,1.0
Alessandro Bastoni,29.0,1.0,1.0,182.0,1.0,3.0,0.0,2.0
Alessandro Buongiorno,29.0,1.0,1.0,211.0,5.0,2.0,0.0,3.0
Alessandro Cortinovis,5.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0
Alessandro Deiola,37.0,1.0,0.0,135.0,2.0,0.0,1.0,1.0
Alessandro Di Pardo,8.0,2.0,1.0,34.0,1.0,2.0,0.0,0.0
Alessandro Florenzi,53.0,2.0,1.0,172.0,13.0,1.0,0.0,3.0
Alessandro Vogliacco,26.0,0.0,0.0,139.0,4.0,1.0,2.0,4.0
Alessandro Zanoli,9.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0
Alessio Romagnoli,72.0,7.0,2.0,282.0,15.0,3.0,1.0,3.0
Alessio Zerbin,9.0,1.0,1.0,34.0,1.0,0.0,0.0,0.0
Alex Iwobi,7.0,0.0,0.0,103.0,21.0,1.0,0.0,5.0
Alex Král,16.0,0.0,0.0,103.0,5.0,0.0,1.0,0.0
Alex Matos,15.0,1.0,0.0,40.0,0.0,1.0,0.0,1.0
Alex Murphy,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Alex Sandro,71.0,3.0,0.0,328.0,12.0,3.0,3.0,4.0
Alex Scott,24.0,0.0,0.0,108.0,9.0,1.0,0.0,4.0
Alex Sola,13.0,1.0,1.0,67.0,15.0,1.0,1.0,1.0
Alexander Isak,21.0,0.0,0.0,117.0,77.0,1.0,0.0,0.0
Alexander Sørloth,24.0,1.0,0.0,370.0,93.0,0.0,0.0,1.0
Alexandre Lacazette,47.0,3.0,0.0,634.0,135.0,1.0,0.0,0.0
Alexis Beka Beka,19.0,1.0,1.0,82.0,0.0,2.0,0.0,1.0
Alexis Blin,47.0,3.0,1.0,330.0,4.0,3.0,0.0,1.0
Alexis Claude-Maurice,10.0,0.0,0.0,96.0,8.0,0.0,0.0,1.0
Alexis Mac Allister,20.0,1.0,0.0,146.0,5.0,0.0,1.0,2.0
Alexis Saelemaekers,32.0,3.0,3.0,192.0,13.0,1.0,0.0,3.0
Alexis Sánchez,53.0,3.0,1.0,545.0,124.0,0.0,0.0,1.0
Alexsandro Ribeiro,11.0,1.0,0.0,47.0,4.0,1.0,1.0,6.0
Alfie Dorrington,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie Doughty,22.0,0.0,0.0,114.0,28.0,0.0,0.0,5.0
Alfie Gilchrist,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
Alfonso Espino,36.0,1.0,1.0,253.0,16.0,8.0,1.0,4.0
Alfonso Pedraza,34.0,1.0,0.0,252.0,23.0,0.0,1.0,2.0
Alfred Duncan,49.0,2.0,0.0,337.0,12.0,1.0,0.0,2.0
Alidu Seidu,29.0,5.0,1.0,94.0,6.0,2.0,0.0,3.0
Aliou Badara Baldé,8.0,1.0,1.0,25.0,20.0,0.0,0.0,0.0
Aljoscha Kemlein,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Allan Campbell,36.0,0.0,0.0,220.0,5.0,0.0,0.0,0.0
Alois Confais,11.0,0.0,0.0,68.0,0.0,0.0,0.0,1.0
Alphonso Davies,10.0,2.0,1.0,80.0,17.0,2.0,0.0,7.0
Amad Diallo,8.0,0.0,0.0,33.0,13.0,0.0,0.0,1.0
Amadou Diallo,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Haidara,27.0,0.0,0.0,167.0,14.0,2.0,0.0,2.0
Amara Nallo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amari'i Bell,22.0,1.0,1.0,265.0,8.0,3.0,0.0,3.0
Amath,32.0,1.0,0.0,226.0,39.0,0.0,0.0,0.0
Ameen Al-Dakhil,13.0,2.0,1.0,42.0,1.0,1.0,1.0,2.0
Amin Sarr,3.0,0.0,0.0,83.0,26.0,0.0,0.0,0.0
Amine Gouiri,14.0,0.0,0.0,150.0,25.0,0.0,0.0,1.0
Amine Harit,22.0,1.0,0.0,137.0,31.0,0.0,0.0,3.0
Amine Salama,1.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0
Amir Richardson,16.0,1.0,0.0,138.0,2.0,0.0,0.0,1.0
Amir Rrahmani,34.0,0.0,0.0,126.0,4.0,1.0,0.0,3.0
Amos Pieper,23.0,1.0,0.0,82.0,2.0,4.0,0.0,6.0
Anass Zaroury,1.0,1.0,0.0,38.0,14.0,0.0,0.0,1.0
Anastasios Douvikas,9.0,0.0,0.0,86.0,21.0,0.0,0.0,0.0
Ander Barrenetxea,13.0,0.0,0.0,129.0,12.0,1.0,0.0,0.0
Ander Guevara,20.0,0.0,0.0,127.0,0.0,1.0,0.0,3.0
Ander Herrera,97.0,8.0,1.0,520.0,6.0,1.0,0.0,5.0
Anders Børset,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Anderson Lima,11.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0
Andoni Gorosabel,19.0,0.0,0.0,136.0,0.0,2.0,0.0,1.0
Andre Brooks,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Andre-Frank Zambo Anguissa,32.0,1.0,1.0,342.0,9.0,0.0,0.0,7.0
Andrea Belotti,31.0,0.0,0.0,511.0,168.0,1.0,1.0,2.0
Andrea Cambiaso,19.0,1.0,1.0,89.0,11.0,0.0,0.0,3.0
Andrea Carboni,18.0,2.0,1.0,66.0,2.0,1.0,1.0,2.0
Andrea Colpani,10.0,0.0,0.0,76.0,3.0,0.0,0.0,0.0
Andrea Petagna,37.0,1.0,0.0,265.0,61.0,3.0,0.0,0.0
Andrea Pinamonti,14.0,1.0,0.0,113.0,42.0,0.0,0.0,0.0
Andreas Christensen,19.0,1.0,0.0,130.0,1.0,0.0,1.0,7.0
Andreas Hanche-Olsen,33.0,2.0,1.0,168.0,5.0,4.0,2.0,3.0
Andreas Müller,22.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0
Andreas Pereira,47.0,2.0,1.0,144.0,12.0,1.0,0.0,1.0
Andrei Ratiu,13.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
Andrej Ilic,6.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0
Andrej Kramarić,26.0,1.0,0.0,106.0,82.0,0.0,0.0,4.0
Andrew Omobamidele,15.0,1.0,1.0,32.0,0.0,0.0,1.0,4.0
Andrew Robertson,41.0,1.0,0.0,199.0,31.0,3.0,0.0,8.0
Andrey Santos,4.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0
Andros Townsend,25.0,1.0,0.0,174.0,24.0,1.0,0.0,2.0
András Schäfer,4.0,1.0,0.0,30.0,2.0,0.0,0.0,0.0
André Ayew,63.0,3.0,0.0,477.0,60.0,0.0,0.0,1.0
André Gomes,55.0,2.0,0.0,384.0,13.0,2.0,0.0,3.0
André Silva,15.0,0.0,0.0,212.0,93.0,0.0,0.0,0.0
Andrés Guardado,74.0,0.0,0.0,373.0,5.0,3.0,0.0,4.0
Andy Diouf,7.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0
Andy Pelmard,13.0,0.0,0.0,94.0,4.0,4.0,0.0,3.0
Anel Ahmedhodžić,44.0,1.0,1.0,156.0,7.0,1.0,0.0,2.0
Angeliño,28.0,0.0,0.0,122.0,32.0,0.0,1.0,1.0
Angelo Fulgini,31.0,3.0,1.0,218.0,14.0,0.0,0.0,1.0
Angelo Ogbonna,55.0,2.0,0.0,194.0,1.0,3.0,1.0,3.0
Angelo Stiller,23.0,0.0,0.0,99.0,1.0,0.0,0.0,5.0
Anis Ben Slimane,18.0,0.0,0.0,118.0,8.0,0.0,1.0,0.0
Ansgar Knauff,17.0,1.0,1.0,65.0,6.0,3.0,0.0,0.0
Ansu Fati,8.0,1.0,0.0,58.0,22.0,0.0,0.0,0.0
Ante Budimir,72.0,1.0,1.0,407.0,144.0,0.0,0.0,1.0
Anthony Caci,17.0,0.0,0.0,134.0,2.0,2.0,0.0,4.0
Anthony Elanga,2.0,1.0,0.0,22.0,27.0,0.0,0.0,1.0
Anthony Gordon,26.0,1.0,1.0,111.0,24.0,0.0,0.0,1.0
Anthony Jung,52.0,5.0,2.0,230.0,4.0,1.0,1.0,1.0
Anthony Losilla,104.0,6.0,2.0,688.0,21.0,4.0,1.0,2.0
Anthony Lozano,54.0,2.0,1.0,476.0,63.0,1.0,0.0,1.0
Anthony Martial,11.0,1.0,0.0,235.0,59.0,0.0,0.0,0.0
Anthony Oyono,6.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0
Anthony Rouault,14.0,3.0,2.0,64.0,2.0,0.0,1.0,6.0
Antoine Griezmann,72.0,1.0,0.0,373.0,148.0,0.0,0.0,2.0
Antoine Joujou,2.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0
Antoine Makoumbou,10.0,2.0,1.0,72.0,2.0,2.0,0.0,2.0
Antoine Mendy,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Antoine Semenyo,26.0,1.0,0.0,210.0,63.0,0.0,0.0,0.0
Anton Stach,24.0,1.0,0.0,132.0,4.0,1.0,0.0,1.0
Antonee Robinson,41.0,1.0,0.0,168.0,9.0,2.0,2.0,7.0
Antonino Gallo,13.0,1.0,1.0,32.0,6.0,0.0,2.0,1.0
Antonio Blanco,15.0,1.0,0.0,88.0,0.0,0.0,0.0,1.0
Antonio Candreva,64.0,4.0,1.0,284.0,111.0,1.0,0.0,2.0
Antonio Raillo,70.0,7.0,4.0,301.0,20.0,5.0,2.0,5.0
Antonio Rüdiger,56.0,5.0,0.0,328.0,9.0,0.0,2.0,4.0
Antonio Sanabria,25.0,0.0,0.0,256.0,95.0,2.0,0.0,1.0
Antonio Sánchez,21.0,2.0,1.0,188.0,11.0,2.0,0.0,3.0
Antonios Papadopoulos,55.0,1.0,1.0,29.0,5.0,0.0,0.0,0.0
Antony,17.0,1.0,1.0,69.0,12.0,1.0,0.0,0.0
Antonín Barák,29.0,1.0,0.0,180.0,13.0,2.0,0.0,4.0
Anwar El Ghazi,25.0,3.0,1.0,155.0,39.0,0.0,0.0,2.0
Arda Güler,3.0,0.0,0.0,24.0,5.0,0.0,0.0,0.0
Ardian Ismajli,44.0,2.0,2.0,76.0,0.0,1.0,4.0,2.0
Aridane Hernández,39.0,3.0,1.0,157.0,4.0,4.0,3.0,9.0
Arijon Ibrahimović,10.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0
Aritz Elustondo,35.0,3.0,0.0,166.0,9.0,3.0,1.0,1.0
Arkadiusz Milik,31.0,3.0,1.0,249.0,68.0,1.0,0.0,1.0
Armand Lauriente,25.0,1.0,1.0,145.0,36.0,0.0,0.0,0.0
Armando Broja,5.0,0.0,0.0,64.0,34.0,0.0,0.0,0.0
Armando Izzo,69.0,5.0,1.0,362.0,9.0,4.0,2.0,5.0
Arnau Martinez,18.0,0.0,0.0,85.0,16.0,1.0,0.0,7.0
Arnau Puigmal,13.0,0.0,0.0,43.0,12.0,2.0,0.0,0.0
Arnaud Kalimuendo,7.0,1.0,0.0,45.0,21.0,0.0,0.0,0.0
Arnaut Danjuma,6.0,0.0,0.0,59.0,57.0,0.0,0.0,4.0
Arne Engels,15.0,1.0,0.0,54.0,1.0,0.0,0.0,1.0
Arne Maier,7.0,0.0,0.0,54.0,5.0,3.0,0.0,2.0
Aron Dønnum,40.0,2.0,2.0,184.0,21.0,0.0,1.0,1.0
Arouna Sangante,24.0,0.0,0.0,137.0,1.0,1.0,1.0,4.0
Arsen Zakharyan,18.0,1.0,1.0,105.0,19.0,0.0,0.0,0.0
Artem Dovbyk,14.0,1.0,1.0,48.0,40.0,0.0,0.0,0.0
Arthur Melo,12.0,0.0,0.0,60.0,1.0,0.0,0.0,4.0
Arthur Theate,22.0,1.0,1.0,105.0,2.0,2.0,1.0,5.0
Arthur Vermeeren,5.0,0.0,0.0,38.0,1.0,1.0,0.0,0.0
Arvin Appiah,7.0,0.0,0.0,35.0,13.0,0.0,0.0,1.0
Asaf Arania,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Phillips,7.0,0.0,0.0,18.0,0.0,0.0,1.0,2.0
Ashley Young,98.0,5.0,2.0,578.0,16.0,4.0,2.0,5.0
Asier Villalibre,5.0,0.0,0.0,123.0,24.0,0.0,0.0,0.0
Assane Diao,4.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0
Aster Vranckx,16.0,1.0,0.0,148.0,5.0,0.0,0.0,0.0
Atakan Karazor,44.0,1.0,1.0,190.0,2.0,1.0,0.0,2.0
Attila Szalai,18.0,1.0,1.0,68.0,1.0,0.0,1.0,1.0
Aurélien Tchouaméni,38.0,2.0,2.0,194.0,3.0,1.0,0.0,3.0
Aurélio Buta,28.0,0.0,0.0,173.0,8.0,2.0,0.0,1.0
Auston Trusty,12.0,0.0,0.0,23.0,3.0,1.0,0.0,3.0
Axel Disasi,22.0,2.0,0.0,180.0,7.0,5.0,2.0,5.0
Axel Witsel,62.0,5.0,0.0,316.0,4.0,2.0,0.0,1.0
Aymen Barkok,16.0,1.0,1.0,119.0,4.0,1.0,0.0,1.0
Aymeric Laporte,57.0,7.0,1.0,244.0,15.0,4.0,2.0,7.0
Ayoub Amraoui,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
Ayoze Pérez,26.0,1.0,0.0,336.0,49.0,0.0,1.0,2.0
Azor Matusiwa,76.0,6.0,4.0,400.0,0.0,8.0,0.0,4.0
Azzedine Ounahi,6.0,0.0,0.0,27.0,2.0,0.0,0.0,1.0
Aïman Maurer,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
Aïssa Laïdouni,38.0,2.0,2.0,33.0,1.0,1.0,0.0,2.0
Aïssa Mandi,62.0,6.0,1.0,335.0,18.0,5.0,1.0,8.0
Badredine Bouanani,1.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0
Bafodé Diakité,19.0,2.0,1.0,128.0,6.0,2.0,3.0,1.0
Bamba Dieng,6.0,1.0,0.0,54.0,20.0,0.0,0.0,0.0
Bambasé Conté,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bamo Meïté,6.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0
Baptiste Santamaria,35.0,0.0,0.0,325.0,7.0,1.0,2.0,6.0
Bartol Franjić,11.0,0.0,0.0,21.0,0.0,0.0,0.0,2.0
Bartosz Bereszyński,53.0,2.0,1.0,199.0,1.0,3.0,1.0,4.0
Bashir Humphreys,5.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
Bebé,35.0,0.0,0.0,158.0,60.0,0.0,0.0,1.0
Becir Omeragic,15.0,1.0,1.0,74.0,0.0,0.0,2.0,0.0
Ben Brereton,30.0,1.0,0.0,204.0,130.0,0.0,0.0,0.0
Ben Chilwell,22.0,2.0,1.0,143.0,25.0,1.0,0.0,7.0
Ben Davies,39.0,0.0,0.0,243.0,10.0,1.0,0.0,5.0
Ben Doak,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ben Godfrey,24.0,1.0,0.0,105.0,9.0,3.0,1.0,4.0
Ben Jackson,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Johnson,12.0,0.0,0.0,32.0,2.0,0.0,0.0,1.0
Ben Mee,72.0,2.0,0.0,290.0,12.0,6.0,5.0,13.0
Ben Osborn,21.0,0.0,0.0,155.0,14.0,1.0,1.0,0.0
Ben Parkinson,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ben White,36.0,1.0,1.0,140.0,14.0,2.0,1.0,2.0
Benedict Hollerbach,14.0,0.0,0.0,31.0,5.0,0.0,0.0,0.0
Benedikt Gimber,71.0,2.0,0.0,262.0,2.0,4.0,1.0,5.0
Benicio Boaitey,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Benito Ramírez,18.0,1.0,0.0,84.0,16.0,0.0,0.0,0.0
Benjamin André,110.0,5.0,3.0,715.0,13.0,4.0,0.0,2.0
Benjamin Bourigeaud,43.0,2.0,1.0,273.0,18.0,1.0,0.0,3.0
Benjamin Henrichs,29.0,1.0,0.0,188.0,13.0,6.0,0.0,0.0
Benjamin Mendy,47.0,2.0,0.0,199.0,18.0,2.0,0.0,4.0
Benjamin Pavard,36.0,1.0,0.0,189.0,13.0,7.0,2.0,6.0
Benjamin Stambouli,50.0,5.0,2.0,333.0,4.0,3.0,1.0,5.0
Benjamin Tetteh,27.0,2.0,0.0,174.0,78.0,0.0,0.0,0.0
Benjamin Šeško,3.0,0.0,0.0,62.0,63.0,0.0,0.0,0.0
Bennit Bröger,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Benno Schmitz,32.0,0.0,0.0,171.0,3.0,0.0,2.0,0.0
Benoît Badiashile,21.0,0.0,0.0,124.0,5.0,3.0,2.0,12.0
Benson Manuel,10.0,0.0,0.0,40.0,27.0,0.0,0.0,1.0
Berat Djimsiti,56.0,1.0,0.0,169.0,2.0,6.0,3.0,4.0
Berkan Kutlu,16.0,1.0,0.0,124.0,2.0,0.0,0.0,0.0
Bernardo,28.0,1.0,0.0,209.0,15.0,4.0,0.0,1.0
Bernardo Espinosa,88.0,7.0,4.0,301.0,18.0,8.0,0.0,12.0
Bernardo Silva,43.0,0.0,0.0,252.0,24.0,1.0,0.0,4.0
Bertrand Traoré,31.0,0.0,0.0,140.0,40.0,0.0,0.0,1.0
Bertuğ Yıldırım,8.0,0.0,0.0,70.0,26.0,0.0,0.0,0.0
Beto,12.0,0.0,0.0,175.0,56.0,0.0,0.0,1.0
Beñat Prados,12.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0
Beñat Turrientes,10.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
Bigo Atom,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Bilal Boutobba,11.0,0.0,0.0,110.0,30.0,0.0,0.0,0.0
Bilal Brahimi,7.0,1.0,0.0,11.0,9.0,0.0,0.0,0.0
Billy Gilmour,14.0,1.0,0.0,57.0,1.0,2.0,0.0,2.0
Birger Meling,34.0,3.0,0.0,160.0,10.0,0.0,1.0,0.0
Bobby Clark,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Bobby Reid,50.0,0.0,0.0,279.0,70.0,1.0,0.0,2.0
Bonke Innocent,39.0,2.0,0.0,257.0,0.0,1.0,0.0,0.0
Borja García,33.0,3.0,0.0,141.0,17.0,0.0,0.0,3.0
Borja Iglesias,25.0,4.0,0.0,184.0,107.0,2.0,0.0,0.0
Borja Mayoral,14.0,0.0,0.0,96.0,68.0,0.0,0.0,2.0
Boubacar Kamara,36.0,2.0,0.0,206.0,1.0,3.0,0.0,7.0
Boubacar Traoré,15.0,1.0,1.0,90.0,1.0,0.0,0.0,1.0
Boubakary Soumaré,27.0,2.0,1.0,134.0,1.0,0.0,0.0,3.0
Boulaye Dia,12.0,0.0,0.0,128.0,53.0,0.0,0.0,2.0
Bouna Sarr,21.0,1.0,1.0,185.0,18.0,0.0,1.0,4.0
Bradley Barcola,7.0,1.0,1.0,57.0,15.0,0.0,0.0,1.0
Bradley Ibrahim,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Locko,12.0,1.0,0.0,51.0,4.0,0.0,0.0,0.0
Brahim Díaz,10.0,0.0,0.0,94.0,11.0,0.0,0.0,0.0
Brais Méndez,38.0,0.0,0.0,359.0,39.0,0.0,0.0,2.0
Brajan Gruda,13.0,0.0,0.0,29.0,9.0,0.0,0.0,0.0
Brandon Aguilera,3.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
Brandon Soppy,9.0,0.0,0.0,69.0,2.0,1.0,0.0,2.0
Braydon Manu,18.0,3.0,1.0,159.0,30.0,1.0,0.0,0.0
Breel Embolo,30.0,0.0,0.0,251.0,87.0,1.0,0.0,0.0
Brendan Chardonnet,30.0,3.0,0.0,161.0,0.0,4.0,2.0,5.0
Brenden Aaronson,6.0,1.0,1.0,71.0,24.0,0.0,0.0,1.0
Brennan Johnson,21.0,0.0,0.0,107.0,46.0,0.0,0.0,2.0
Brenner,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Brian Bayeye,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
Brian Ocampo,6.0,0.0,0.0,46.0,3.0,0.0,0.0,0.0
Bruno Amione,18.0,1.0,1.0,48.0,0.0,1.0,0.0,3.0
Bruno Fernandes,74.0,2.0,1.0,382.0,64.0,1.0,0.0,5.0
Bruno Guimarães,30.0,0.0,0.0,183.0,6.0,0.0,0.0,2.0
Bruno Langa,13.0,2.0,1.0,15.0,0.0,1.0,0.0,3.0
