Name,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off
Adam Masina,1.2116666666666667,19.0,21.75,-2.75,-0.3933333333333333,-0.02833333333333332,16.766666666666666,19.755555555555556,-2.977777777777778,-0.5133333333333333,-0.29000000000000004
Adam Obert,1.1025,10.5,15.75,-5.25,-0.645,-0.42,13.700000000000001,14.825,-1.175,-0.42,-0.285
Adam Smith,1.429090909090909,32.09090909090909,33.45454545454545,-1.3636363636363635,0.058181818181818196,0.40090909090909094,31.65,31.962500000000002,-0.33750000000000013,0.08125000000000002,0.3375
Adam Webster,1.2030769230769232,23.307692307692307,22.76923076923077,0.5384615384615384,-0.3023076923076923,-0.40076923076923077,31.32857142857143,27.0,4.3428571428571425,-0.27428571428571435,-0.39
Adam Wharton,1.2885714285714285,17.714285714285715,15.714285714285714,2.0,1.457142857142857,1.8242857142857143,19.325,17.825000000000003,1.5,0.065,0.23249999999999998
Adama Traoré,1.3323076923076924,18.384615384615383,21.23076923076923,-2.8461538461538463,0.20384615384615384,0.43230769230769234,18.5375,19.0125,-0.44999999999999996,-0.03375,0.04624999999999999
Adamo Nagalo,1.947142857142857,18.142857142857142,14.142857142857142,4.0,-0.1457142857142857,-0.6742857142857143,0.0,0.0,0.0,0.0,-1.58
Ademola Lookman,1.7249999999999999,16.5,13.785714285714286,2.7142857142857144,0.6742857142857143,0.5235714285714286,18.955555555555556,15.899999999999999,3.022222222222222,0.30444444444444446,0.20666666666666667
Aderlan Santos,1.2933333333333334,26.11111111111111,26.333333333333332,-0.2222222222222222,-0.08777777777777777,-0.37333333333333335,33.04,34.9,-1.9,-0.11600000000000002,0.532
Adi Nalic,1.2325,15.875,18.125,-2.25,-0.29625,-0.08142857142857142,1.9500000000000002,5.35,-3.45,-1.125,-0.57
Adnan Januzaj,1.1407142857142858,11.142857142857142,10.357142857142858,0.7857142857142857,0.22928571428571426,0.11642857142857142,14.45,10.5375,3.9000000000000004,0.03,0.14625
Ado Onaiwu,1.7225,30.75,18.75,12.0,0.33749999999999997,-0.2125,26.975,18.025,8.975,0.29750000000000004,0.0875
Adolfo Gaich,1.0779999999999998,8.0,9.0,-1.0,0.45999999999999996,0.42699999999999994,10.4,13.066666666666668,-2.6,-0.2866666666666667,0.033333333333333326
Adri Embarba,1.2030769230769232,25.923076923076923,26.307692307692307,-0.38461538461538464,0.1223076923076923,0.5230769230769231,27.869999999999997,24.93,2.96,0.24900000000000003,0.30800000000000005
Adrian Beck,1.126,11.6,10.0,1.6,-0.128,-0.046,12.766666666666666,13.866666666666667,-1.1666666666666667,-0.12333333333333331,0.09666666666666668
Adrian Benedyczak,1.4400000000000002,17.0,13.166666666666666,3.8333333333333335,-0.02999999999999997,-0.295,18.45,16.375,2.075,-0.2825,-0.37749999999999995
Adrian Bernabe,1.5042857142857142,30.142857142857142,21.571428571428573,8.571428571428571,0.5271428571428571,0.25142857142857145,26.075,20.45,5.6,0.19,0.3625
Adrian Blake,1.884,5.8,11.2,-5.4,0.09799999999999995,0.426,1.0666666666666667,0.7333333333333334,0.36666666666666664,0.27999999999999997,0.32333333333333325
Adriano,1.325,15.0,27.0,-12.0,-0.46,-0.61,19.65,24.25,-4.6,-0.044999999999999984,-0.45000000000000007
Adrien Rabiot,2.1763636363636363,41.81818181818182,18.545454545454547,23.272727272727273,1.201818181818182,-0.13363636363636366,37.3875,22.1875,15.225,0.6749999999999999,-0.07375
Adrien Tameze,1.420909090909091,22.272727272727273,24.272727272727273,-2.0,0.15909090909090912,0.06727272727272728,22.533333333333335,24.655555555555555,-2.1333333333333333,0.11888888888888889,0.012222222222222221
Adrien Thomasson,1.375,26.75,26.583333333333332,0.16666666666666666,-0.0016666666666666913,0.12666666666666668,27.38888888888889,24.944444444444443,2.433333333333333,0.12222222222222223,0.037777777777777785
Adrien Truffert,1.488,29.8,23.8,6.0,0.22199999999999998,-0.758,27.0,23.34,3.6199999999999997,0.16,-0.53
Adrià Altimira,1.225,20.5,22.5,-2.0,-0.41000000000000003,-0.17,20.974999999999998,21.724999999999998,-0.7500000000000001,-0.24750000000000003,0.09499999999999999
Adrià Pedrosa,1.227142857142857,21.142857142857142,19.571428571428573,1.5714285714285714,0.05714285714285713,0.32857142857142857,20.5,18.7,1.8285714285714285,0.18714285714285714,0.3314285714285714
Adrián Butzke,1.544,6.4,9.2,-2.8,17.562,18.066,7.159999999999999,9.4,-2.2199999999999998,7.376,7.717999999999999
Adrián Marín,1.3724999999999998,11.083333333333334,12.333333333333334,-1.25,-0.11916666666666666,0.01416666666666668,12.71111111111111,13.9,-1.1666666666666665,-0.3377777777777778,-0.27222222222222225
Afonso freitas,1.4633333333333336,10.666666666666666,12.666666666666666,-2.0,-0.24666666666666667,-0.09000000000000004,9.5,12.466666666666667,-2.966666666666667,-0.1633333333333333,-0.25
Ahmed Kutucu,1.3775000000000002,16.25,10.083333333333334,6.166666666666667,0.08416666666666672,-0.08250000000000002,5.7,7.0,-1.3,-0.3216666666666667,0.225
Ahmetcan Kaplan,1.6560000000000001,11.2,8.8,2.4,0.484,0.14800000000000002,9.6,8.75,0.9,-0.09,-0.72
Aihen Muñoz,1.6457142857142857,16.285714285714285,13.0,3.2857142857142856,0.29857142857142854,0.05857142857142856,17.342857142857145,13.357142857142858,3.9714285714285715,0.2871428571428571,0.025714285714285717
Aimar Oroz,1.668,15.6,15.2,0.4,0.036,0.8219999999999998,13.5,15.419999999999998,-1.9200000000000004,-0.148,0.132
Aimen Moueffek,1.4,12.0,13.4,-1.4,-0.402,-0.0020000000000000018,13.540000000000001,13.74,-0.2,-0.194,-0.06799999999999998
Ainsley Maitland-Niles,1.6727777777777777,12.0,12.0,0.0,0.40499999999999997,0.14166666666666672,14.9,15.77,-0.86,-0.03699999999999999,-0.094
Aitor Paredes,1.5233333333333334,23.0,18.0,5.0,0.07000000000000002,-0.47333333333333333,23.96666666666667,16.8,7.166666666666667,0.49666666666666665,0.29666666666666663
Aitor Ruibal,1.34125,12.375,16.25,-3.875,-0.2425,-0.33875,16.0125,16.912499999999998,-0.8624999999999998,-0.08375,-0.14250000000000002
Akim Zedadka,1.3157142857142856,21.285714285714285,21.428571428571427,-0.14285714285714285,0.022857142857142854,-0.21,25.866666666666664,23.049999999999997,2.8333333333333335,0.2133333333333333,0.16
Akor Adams,1.3725,23.5,22.5,1.0,-0.040000000000000036,0.6074999999999999,21.35,26.7,-5.35,-0.48,0.195
