Name,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off
Emmanuel Agbadou,1.234,30.0,36.8,-6.8,-0.20800000000000002,-0.35800000000000004,34.54,39.0,-4.42,-0.176,-0.158
Emmanuel Ekong,0.702,3.4,5.4,-2.0,-0.336,0.057999999999999996,0.975,1.4500000000000002,-0.5,-0.95,-0.605
Emmanuel Gyasi,1.1228571428571428,27.428571428571427,35.857142857142854,-8.428571428571429,-0.2814285714285714,1.1514285714285715,28.242857142857144,34.44285714285714,-6.214285714285714,-0.22999999999999998,0.6328571428571428
Emmanuel Sabbi,1.135,19.125,23.75,-4.625,-0.35250000000000004,0.008749999999999996,13.3,17.200000000000003,-3.95,-0.54,0.08000000000000002
Emre Can,1.9725000000000001,37.666666666666664,22.25,15.416666666666666,0.7708333333333334,-0.01916666666666667,30.799999999999997,19.577777777777776,11.244444444444445,0.6522222222222223,0.08444444444444445
Emrehan Gedikli,1.2572727272727273,14.0,7.818181818181818,6.181818181818182,-0.740909090909091,-0.9154545454545455,1.1,0.8,0.3,0.94,0.74
Enea Mihaj,1.3275,16.125,16.75,-0.625,0.006249999999999992,-0.025000000000000012,19.3,22.866666666666664,-3.533333333333333,-0.20333333333333337,0.5
Enes Mahmutovic,1.0955555555555554,13.88888888888889,14.333333333333334,-0.4444444444444444,-0.4955555555555555,-0.27333333333333326,0.4,1.6,-1.3,-3.14,-2.86
Enes Ünal,1.2042857142857142,16.928571428571427,18.5,-1.5714285714285714,0.009285714285714286,0.08642857142857142,16.04,19.759999999999998,-3.7,-0.133,0.05900000000000002
Enis Bardhi,1.296,30.5,30.8,-0.3,-0.016999999999999998,0.20900000000000002,29.22,35.980000000000004,-6.76,-0.28800000000000003,0.262
Enric Franquesa,1.4000000000000001,19.0,13.857142857142858,5.142857142857143,0.13285714285714287,0.11857142857142855,18.17142857142857,16.62857142857143,1.5714285714285714,0.004285714285714289,0.09714285714285713
Enric Llansana,1.2542857142857144,20.428571428571427,22.857142857142858,-2.4285714285714284,-0.06714285714285716,-0.11285714285714286,18.7,18.8,-0.13333333333333344,-0.026666666666666655,-0.37666666666666665
Enric Saborit,1.264,12.8,17.2,-4.4,-0.21800000000000003,-0.148,18.5,18.0,0.5,0.03,0.08
Enrico Del Prato,1.2816666666666667,35.166666666666664,34.333333333333336,0.8333333333333334,-0.03333333333333333,0.11666666666666665,35.666666666666664,35.083333333333336,0.583333333333333,-0.03333333333333333,0.11666666666666665
Enzo Barrenechea,1.6133333333333333,16.333333333333332,23.0,-6.666666666666667,-0.3,0.13333333333333333,15.200000000000001,18.6,-3.4,-0.22999999999999998,0.12333333333333336
Enzo Boyomo,1.3816666666666668,21.833333333333332,20.5,1.3333333333333333,-0.6083333333333333,-0.10666666666666669,25.54,26.18,-0.6399999999999998,-0.11800000000000002,0.26599999999999996
Enzo Ebosse,1.05625,7.0,10.0,-3.0,-0.07875,0.07874999999999997,7.6625000000000005,9.174999999999999,-1.5,-0.78125,-0.65125
Enzo Fernández,1.7,30.5,23.25,7.25,0.6825,-0.10000000000000003,32.25,21.175,11.025,0.8075,0.26
Enzo Le Fée,1.34,22.285714285714285,23.428571428571427,-1.1428571428571428,0.20285714285714285,0.3785714285714286,21.414285714285715,22.25714285714286,-0.8285714285714288,0.41285714285714287,0.41857142857142854
Enzo Loiodice,1.0922222222222222,11.555555555555555,10.444444444444445,1.1111111111111112,-0.1711111111111111,0.17777777777777776,13.875,13.5625,0.2875000000000001,-0.12875,0.22125
Enzo Millot,1.034,18.0,12.2,5.8,0.64,0.434,17.36,11.540000000000001,5.840000000000001,0.9959999999999999,0.6539999999999999
Enzo Tchato,0.9466666666666667,10.0,16.75,-6.75,2.19,2.8575,10.925,13.600000000000001,-2.675,1.9574999999999998,2.6174999999999997
Eray Cömert,1.529090909090909,25.818181818181817,21.272727272727273,4.545454545454546,0.14636363636363636,0.18818181818181817,16.425,20.975,-4.55,-0.37750000000000006,-0.12749999999999997
Ercan Kara,1.506,20.6,14.6,6.0,0.154,0.02799999999999998,,,,,
Eren Dinkçi,1.36,23.166666666666668,17.0,6.166666666666667,-0.5083333333333333,-1.2433333333333334,12.819999999999999,14.76,-1.9600000000000002,-0.16199999999999998,0.10600000000000005
Erhan Mašović,1.2155555555555555,14.11111111111111,22.77777777777778,-8.666666666666666,-0.9700000000000001,-0.5811111111111111,18.66,27.78,-9.120000000000001,-0.45,-0.0019999999999999797
Eric Bailly,1.8780000000000001,13.0,9.333333333333334,3.6666666666666665,0.604,0.17866666666666664,10.975,9.0125,1.9625,0.245,-0.13624999999999998
Eric Dier,1.89,41.666666666666664,26.083333333333332,15.583333333333334,0.3125,-0.555,30.733333333333334,23.077777777777776,7.644444444444444,0.39111111111111113,-0.13333333333333333
Eric García,2.004,22.9,13.2,9.7,1.161,0.26800000000000007,24.957142857142856,14.457142857142857,10.514285714285714,1.3214285714285714,0.3871428571428571
Eric Smith,1.7246153846153847,19.23076923076923,17.153846153846153,2.076923076923077,-0.2407692307692308,-0.3838461538461538,19.383333333333333,16.166666666666668,3.1999999999999997,-0.025000000000000005,-0.04833333333333334
Erik Ahlstrand,1.455,22.833333333333332,19.0,3.8333333333333335,0.12499999999999996,3.5,1.1,0.6,0.5,1.48,1.92
Erik Schouten,1.623,47.4,30.0,17.4,0.24400000000000005,0.22199999999999998,30.9,51.0,-20.0,-0.76,-0.04
Erling Haaland,2.0599999999999996,41.8,19.0,22.8,1.272,0.309,45.18333333333334,24.566666666666666,20.633333333333333,0.8249999999999998,0.29666666666666663
Ermedin Demirović,1.411,27.5,24.9,2.6,0.299,0.13399999999999998,18.5375,21.0875,-2.55,0.011249999999999996,0.365
Ernest Nuamah,1.9739999999999998,17.8,14.0,3.8,0.8079999999999998,0.568,18.8,18.650000000000002,0.15000000000000002,0.26,0.08
Ernest Poku,1.27,9.875,11.25,-1.375,-0.38875,-0.60375,6.166666666666667,5.466666666666666,0.7000000000000001,-0.06,-0.6766666666666667
Eros Maddy,0.9299999999999999,8.25,10.625,-2.375,-0.97875,-0.9575,0.9666666666666667,1.4000000000000001,-0.43333333333333335,-3.02,-3.223333333333333
Ertuğrul Ersoy,1.2992307692307692,15.0,17.384615384615383,-2.3846153846153846,-0.09076923076923077,0.7630769230769231,19.05,16.05,3.0,0.07999999999999999,-0.195
Ethan Nwaneri,2.07,6.8,6.2,0.6,0.65,-0.3539999999999999,0.7000000000000001,0.26666666666666666,0.4333333333333333,0.33666666666666667,-0.5633333333333334
Ethan Pinnock,1.5644444444444445,48.888888888888886,34.44444444444444,14.444444444444445,0.3488888888888889,0.1542857142857143,44.21666666666667,33.36666666666667,10.816666666666668,0.30333333333333334,0.186
Etienne Youte Kinkoue,1.3366666666666667,9.666666666666666,15.333333333333334,-5.666666666666667,-0.42,-0.10000000000000002,11.799999999999999,17.099999999999998,-5.266666666666667,-0.52,-0.3566666666666667
Eulânio Ângelo Chipela Gomes,1.4242857142857142,11.142857142857142,13.857142857142858,-2.7142857142857144,-0.032857142857142856,0.13714285714285715,13.200000000000001,17.266666666666666,-4.05,-0.32,-0.18166666666666664
Evan Ferguson,1.1457142857142857,12.857142857142858,12.428571428571429,0.42857142857142855,-0.602857142857143,-0.7057142857142856,11.575,9.25,2.2749999999999995,-0.22750000000000004,-0.3725
Evanilson,2.3266666666666667,25.666666666666668,9.5,16.166666666666668,0.9183333333333333,-0.31333333333333335,27.383333333333336,9.516666666666667,17.866666666666667,1.7583333333333335,0.735
Evann Guessand,1.3766666666666667,17.0,17.833333333333332,-0.8333333333333334,0.06333333333333334,-0.605,14.919999999999998,12.36,2.56,0.304,-0.316
Evert Linthorst,1.07375,16.375,19.875,-3.5,-0.505,0.13875,18.142857142857142,21.557142857142857,-3.385714285714286,-0.27285714285714285,0.019999999999999997
Exequiel Palacios,2.1083333333333334,21.666666666666668,11.5,10.166666666666666,1.0233333333333332,0.25000000000000006,17.216666666666665,11.1,6.116666666666667,0.5066666666666667,-0.11666666666666665
Ezequiel Ávila,1.2633333333333332,16.333333333333332,15.666666666666666,0.6666666666666666,0.09444444444444444,0.40444444444444444,17.044444444444444,16.922222222222224,0.12222222222222211,0.011111111111111108,0.1511111111111111
Ezri Konsa,1.4366666666666665,42.888888888888886,41.22222222222222,1.6666666666666667,-0.001111111111111109,-0.4466666666666666,40.24285714285714,41.9,-1.6714285714285713,-0.04714285714285713,-0.5142857142857143
Fabian Rieder,1.8150000000000002,25.5,14.333333333333334,11.166666666666666,0.7200000000000001,-0.22333333333333336,10.75,6.9,3.8,0.73,0.5800000000000001
Fabian Schär,1.5683333333333334,29.75,29.0,0.75,-0.03583333333333332,-0.029166666666666674,32.775,33.1625,-0.4125,-0.12250000000000003,0.04625000000000001
Fabiano,1.8150000000000002,14.5,12.166666666666666,2.3333333333333335,1.0283333333333333,0.4633333333333334,14.479999999999999,12.620000000000001,1.8799999999999997,0.558,0.09399999999999997
Fabiano Parisi,1.482,23.8,20.0,3.8,0.548,0.418,22.419999999999998,21.5,0.9200000000000003,0.22000000000000003,0.42400000000000004
Fabien Centonze,1.0483333333333333,20.583333333333332,21.416666666666668,-0.8333333333333334,-0.20833333333333334,-0.15545454545454546,18.85,21.009999999999998,-2.16,-0.315,-0.23333333333333334
Fabio Carvalho,1.6,16.3,12.0,4.3,0.13799999999999998,-0.08299999999999996,16.716666666666665,11.799999999999999,4.9,0.04,-0.43166666666666664
Fabio González,1.35125,9.5,9.375,0.125,0.09374999999999999,0.23249999999999998,10.6,10.4875,0.11250000000000011,-0.07,0.14875
Fabio Miretti,1.5274999999999999,10.75,7.75,3.0,0.23249999999999998,-0.04000000000000001,11.825,9.275,2.5249999999999995,0.13,-0.0825
Fabio Vieira,2.401666666666667,16.0,5.166666666666667,10.833333333333334,1.6166666666666665,0.11333333333333334,13.266666666666666,5.033333333333333,8.233333333333333,1.2266666666666668,-0.03833333333333333
Facundo Buonanotte,1.2433333333333334,15.0,16.333333333333332,-1.3333333333333333,-0.14333333333333334,0.18666666666666662,15.466666666666667,17.066666666666666,-1.5999999999999999,-0.19333333333333336,0.006666666666666672
Facundo Cáseres,1.0925,15.25,18.25,-3.0,-0.5275000000000001,0.057499999999999996,8.0,10.9,-2.9,-0.8700000000000001,-0.42000000000000004
Facundo González,2.3449999999999998,19.5,16.0,3.5,0.135,-0.35500000000000004,16.3,16.3,0.04999999999999999,0.43,-0.105
Facundo Medina,1.73,38.2,27.0,11.2,0.42000000000000004,0.023999999999999987,39.26,28.7,10.52,0.458,0.586
Faissal Al Mazyani,1.0766666666666667,15.0,21.666666666666668,-6.666666666666667,-1.6600000000000001,-1.1,0.3,2.1,-1.8,-2.47,-1.54
Falaye Sacko,1.426,22.4,21.2,1.2,-0.04200000000000004,0.259,25.45,24.8875,0.5749999999999997,-0.0325,0.11375000000000002
Fares Chaïbi,1.5425,22.0,19.75,2.25,0.0875,-0.14749999999999996,19.9,20.25,-0.375,-0.6174999999999999,-0.4924999999999999
Farid El Melali,1.24125,9.75,11.125,-1.375,-0.05000000000000005,0.31124999999999997,10.525,10.275,0.2625000000000001,0.2275,0.4925
Faride Alidou,1.3157142857142856,17.285714285714285,14.285714285714286,3.0,0.32857142857142857,-0.1957142857142857,11.75,10.85,0.85,0.20249999999999996,0.405
Faris Pemi Moumbagna,1.5971428571428572,19.142857142857142,13.0,6.142857142857143,0.11999999999999998,0.12142857142857144,5.3,3.75,1.5,0.25,0.03
Faustino Anjorin,1.6866666666666665,7.222222222222222,6.111111111111111,1.1111111111111112,0.19111111111111112,-0.08,2.875,4.1,-1.2000000000000002,-0.21750000000000003,-0.1325
Federico Barba,1.1014285714285714,20.357142857142858,21.928571428571427,-1.5714285714285714,-0.48214285714285715,-0.27285714285714285,25.77,25.29,0.47999999999999987,-0.053000000000000005,0.082
Federico Baschirotto,1.1325,27.75,37.5,-9.75,-0.375,0.38666666666666666,30.5,36.35,-5.824999999999999,-0.24000000000000002,0.04
Federico Chiesa,1.693,28.0,20.8,7.2,0.373,0.04699999999999997,28.922222222222224,19.4,9.533333333333333,0.4122222222222222,0.12111111111111111
Federico Dimarco,1.6991666666666667,21.333333333333332,15.083333333333334,6.25,0.20333333333333334,-0.19333333333333333,25.1125,16.275,8.85,0.39375,-0.14999999999999997
Federico Gatti,1.7575,30.0,20.25,9.75,0.5025,-0.15,33.1,21.2,11.9,0.5625,0.48250000000000004
Federico Valverde,2.09,37.25,17.0,20.25,0.9425,0.525,34.5125,19.2875,15.225,0.77,0.49875
Felix Agu,1.316,18.1,19.6,-1.5,-0.34,-0.27199999999999996,20.366666666666667,19.75,0.6,-0.62,-0.45
Felix Bacher,1.33,23.5,28.75,-5.25,-0.15500000000000003,1.0975,3.3,5.6,-2.3,-0.77,0.5
Felix Nmecha,1.72125,19.5,12.75,6.75,0.62875,0.44,17.925,17.85,0.07500000000000007,-0.07249999999999998,-0.2425
Felix Passlack,1.5566666666666664,7.0,8.6,-1.6,1.1406666666666667,0.99,8.722222222222221,11.433333333333334,-2.7,0.18555555555555556,0.19
Ferdi Kadioglu,1.801111111111111,37.44444444444444,20.88888888888889,16.555555555555557,0.46888888888888886,-0.7288888888888889,5.2,9.3,-4.1,-0.96,-1.22
Ferland Mendy,2.029,34.9,17.7,17.2,0.8280000000000001,-0.259,34.5,19.8875,14.6,0.67875,-0.255
Fermin López,2.245,19.0,10.5,8.5,0.645,-0.98,18.5,11.5,7.05,0.665,-0.635
Fernando Calero,1.43625,22.0,22.0,0.0,-0.07250000000000001,0.13374999999999998,23.1,22.025,1.0875,-0.08125,0.06375
Fernando Ferreira Fonseca,1.0042857142857142,12.857142857142858,18.571428571428573,-5.714285714285714,-0.8200000000000001,-0.5514285714285714,16.240000000000002,21.26,-4.98,-0.682,-0.256
Ferrán Torres,2.066666666666667,20.0,11.666666666666666,8.333333333333334,0.8166666666666667,-0.2777777777777778,19.27777777777778,13.333333333333334,5.944444444444445,0.6855555555555556,-0.18444444444444444
Festy Ebosele,1.1228571428571428,11.0,11.571428571428571,-0.5714285714285714,-0.49571428571428566,-0.2585714285714286,11.52,13.559999999999999,-2.04,0.09399999999999999,0.366
Fikayo Tomori,1.5625,29.833333333333332,19.25,10.583333333333334,0.13333333333333333,-0.21499999999999997,32.3,22.587500000000002,9.7125,0.28875,-0.205
Filip Kostić,1.3675,35.25,35.416666666666664,-0.16666666666666666,-0.25416666666666665,-0.07833333333333337,36.85,33.512499999999996,3.325,-0.27625000000000005,-0.32999999999999996
Filip Krastev,1.218888888888889,12.666666666666666,11.11111111111111,1.5555555555555556,-0.6088888888888889,-0.47333333333333333,5.75,10.274999999999999,-4.5,-1.1775,-0.8574999999999999
Filip Marchwiński,1.5685714285714287,13.714285714285714,9.285714285714286,4.428571428571429,0.41000000000000003,0.23714285714285713,0.4,0.0,0.4,2.69,3.26
Filipe Ferreira,1.0625,16.833333333333332,23.75,-6.916666666666667,-0.4975,-0.08833333333333333,16.34285714285714,23.614285714285717,-7.3,-0.5157142857142857,-0.8328571428571429
Filipe Soares,1.1714285714285713,13.857142857142858,15.428571428571429,-1.5714285714285714,-0.62,-0.49142857142857144,16.619999999999997,24.22,-7.62,-1.014,-0.67
Filippo Melegoni,1.3275000000000001,5.375,9.5,-4.125,-1.0675,-1.02,7.642857142857143,11.12857142857143,-3.4857142857142853,-0.8814285714285715,-0.6799999999999999
Filippo Terracciano,1.22,4.4,6.8,-2.4,-0.868,-0.9880000000000001,5.76,6.959999999999999,-1.2,0.066,-0.09
Finley Stevens,1.6225,11.0,9.0,2.0,3.495,3.1275000000000004,0.39999999999999997,0.2333333333333333,0.13333333333333333,1.8099999999999998,1.5066666666666666
Finn Porath,1.32,19.88888888888889,19.77777777777778,0.1111111111111111,-0.08777777777777779,0.007777777777777772,20.55,19.316666666666666,1.2333333333333334,0.01666666666666668,0.11666666666666665
Finn Stam,1.284,20.8,21.0,-0.2,-0.6799999999999999,-0.5199999999999999,3.45,5.3500000000000005,-1.9,-0.13999999999999999,0.035
Finn Stokkers,1.6015384615384616,19.076923076923077,14.0,5.076923076923077,0.7115384615384616,0.63,14.083333333333334,16.3,-2.216666666666667,0.07499999999999997,0.6
Fisayo Dele-Bashiru,1.3133333333333332,18.0,18.0,0.0,-0.15333333333333332,-0.6333333333333333,2.95,4.05,-1.0999999999999999,-0.26499999999999996,-0.6799999999999999
Flavien Tait,1.4060000000000001,24.0,20.0,4.0,0.515,0.497,29.95,24.366666666666664,5.583333333333333,0.29333333333333333,0.07333333333333332
Flavius Daniliuc,1.5564285714285713,18.285714285714285,12.785714285714286,5.5,0.28785714285714287,-0.08285714285714287,11.585714285714285,17.014285714285716,-5.428571428571429,-0.4657142857142857,-0.1442857142857143
Florent Hadergjonaj,1.1792857142857145,27.071428571428573,28.785714285714285,-1.7142857142857142,-0.11285714285714286,0.18692307692307694,12.275,18.65,-6.375,-0.4375,-0.1825
Florent Hanin,1.3741666666666665,29.0,28.416666666666668,0.5833333333333334,-0.12000000000000001,0.2972727272727273,28.17142857142857,22.842857142857145,5.328571428571428,0.16571428571428573,-0.031428571428571424
Florent Mollet,1.015,19.833333333333332,27.25,-7.416666666666667,-0.6791666666666667,-0.1758333333333333,20.922222222222224,25.9,-4.988888888888889,-0.35444444444444445,-0.05000000000000001
Florent Muslija,1.3116666666666668,17.166666666666668,16.0,1.1666666666666667,-0.1625,-0.19833333333333333,14.633333333333333,13.966666666666667,0.6666666666666665,-0.3222222222222222,-0.40888888888888886
Florentino Luís,2.277142857142857,27.428571428571427,9.857142857142858,17.571428571428573,1.272857142857143,-0.05285714285714283,24.414285714285715,10.014285714285714,14.385714285714286,0.9742857142857143,-0.14857142857142858
Florian Ayé,1.141,20.1,20.3,-0.2,-0.26899999999999996,-0.11699999999999999,23.4,24.025000000000002,-0.6249999999999998,-0.14375000000000002,0.04625000000000002
Florian Grillitsch,1.4081818181818182,31.09090909090909,29.545454545454547,1.5454545454545454,0.13454545454545455,0.030909090909090896,32.725,29.5,3.2125,0.1975,0.15999999999999998
Florian Lejeune,1.3192307692307692,26.0,28.23076923076923,-2.230769230769231,-0.11000000000000001,0.08153846153846153,25.3625,30.7875,-5.4624999999999995,-0.31125,0.15750000000000003
Florian Micheler,1.5274999999999999,24.0,11.0,13.0,0.8775000000000001,0.07249999999999998,0.2,0.4,-0.1,-0.3,0.44
Florian Neuhaus,1.42,30.22222222222222,26.333333333333332,3.888888888888889,-0.16666666666666663,-0.18888888888888888,33.75,28.1875,5.55,0.2325,0.39375
Florian Sotoca,1.84,33.25,24.625,8.625,0.315,0.40249999999999997,39.028571428571425,29.599999999999998,9.442857142857141,0.3914285714285714,0.4785714285714286
Florian Tardieu,1.2758333333333334,27.75,27.25,0.5,-0.12583333333333332,0.24916666666666668,26.077777777777776,24.133333333333333,1.9444444444444444,-0.06999999999999999,0.3644444444444444
Florian Thauvin,1.3772727272727272,28.0,23.0,5.0,-0.8363636363636363,-0.9463636363636364,25.7,21.5,4.214285714285714,-0.8114285714285714,-0.8
Florian Wirtz,2.06,33.44444444444444,15.222222222222221,18.22222222222222,1.6566666666666667,0.46222222222222226,29.233333333333334,18.4,10.850000000000001,0.5966666666666667,-0.016666666666666666
Flynn Downes,1.3233333333333333,21.22222222222222,24.444444444444443,-3.2222222222222223,-0.32999999999999996,-0.07222222222222222,23.28,29.560000000000002,-6.3,-0.484,0.15800000000000003
Folarin Balogun,1.3800000000000001,19.5,15.9,3.6,0.377,0.183,23.24,17.48,5.779999999999999,0.356,0.01999999999999997
Fran Beltrán,1.3533333333333333,31.0,30.666666666666668,0.3333333333333333,-0.037777777777777785,0.27444444444444444,29.875,29.425,0.4375,-0.03374999999999998,0.06125
Fran Garcia,1.766,36.8,29.6,7.2,0.702,0.6220000000000001,35.12,29.4,5.720000000000001,0.5519999999999999,-0.23200000000000004
Fran Navarro,1.5983333333333334,17.333333333333332,17.333333333333332,0.0,0.5083333333333333,0.023333333333333334,22.5,23.825,-1.35,0.69,0.47
Francesco Acerbi,1.7327272727272727,49.36363636363637,39.54545454545455,9.818181818181818,0.4072727272727273,0.1688888888888889,46.1625,34.35,11.7875,0.4525,-0.13857142857142857
Francesco Caputo,1.2425,31.416666666666668,32.833333333333336,-1.4166666666666667,-0.10916666666666668,-0.04090909090909091,22.477777777777774,28.71111111111111,-6.2555555555555555,-0.23111111111111113,0.21375
Francesco Zampano,1.1641666666666668,31.416666666666668,33.0,-1.5833333333333333,-0.2141666666666667,0.13749999999999998,30.4375,27.875,2.575,0.11500000000000002,0.27625
Francisco Calvo,1.03,19.666666666666668,24.0,-4.333333333333333,-0.35666666666666663,-0.5833333333333334,,,,,
Francisco Conceição,2.1233333333333335,18.833333333333332,7.666666666666667,11.166666666666666,1.625,0.6183333333333334,18.68,7.08,11.6,1.536,0.4600000000000001
Francisco Perez,0.9533333333333335,8.333333333333334,6.666666666666667,1.6666666666666667,-1.08,-0.59,8.466666666666667,8.766666666666667,-0.3,-1.4666666666666668,-1.2166666666666666
Francisco Reis Ferreira,1.7622222222222221,18.11111111111111,10.11111111111111,8.0,0.3455555555555555,-0.3622222222222222,16.966666666666665,10.066666666666668,6.8999999999999995,0.38333333333333336,-0.12333333333333331
Francisco Trincão,1.9742857142857144,32.142857142857146,12.714285714285714,19.428571428571427,1.4157142857142857,0.5542857142857143,27.185714285714287,13.928571428571429,13.242857142857144,0.7942857142857144,-0.04571428571428572
Franck Honorat,1.27,24.272727272727273,24.363636363636363,-0.09090909090909091,0.10727272727272727,0.42818181818181816,29.9,29.975,-0.08750000000000008,0.045,0.33375
Franco Carboni,1.175,5.75,4.25,1.5,0.6175,0.875,6.275,7.2,-0.9249999999999999,0.2425,0.405
Franco Cervi,2.0133333333333336,25.11111111111111,13.222222222222221,11.88888888888889,0.6344444444444445,-0.18444444444444444,17.057142857142857,12.485714285714286,4.5285714285714285,-0.1385714285714286,-0.6685714285714285
Frank Magri,1.31,16.75,15.5,1.25,-0.23250000000000004,-0.295,14.2,14.875,-0.7,-0.05750000000000001,-0.16249999999999998
Frank Onyeka,1.6375,20.625,16.375,4.25,0.07874999999999999,-0.0975,11.72,13.459999999999999,-1.7200000000000002,-0.644,-0.534
Frans Krätzig,1.5342857142857143,7.571428571428571,5.428571428571429,2.142857142857143,1.512857142857143,0.8785714285714287,1.6500000000000001,0.8500000000000001,0.8500000000000001,1.245,0.2650000000000001
Fred,2.200909090909091,38.54545454545455,18.0,20.545454545454547,1.208181818181818,0.2254545454545455,31.880000000000003,24.18,7.68,0.37,-0.022
Frederic Guilbert,1.1985714285714286,19.428571428571427,24.857142857142858,-5.428571428571429,-0.3071428571428571,0.034999999999999996,27.150000000000002,31.575,-4.4125000000000005,-0.14125000000000001,0.20875000000000002
Frederico Venâncio,1.3516666666666666,21.75,25.333333333333332,-3.5833333333333335,-0.12083333333333333,-0.02833333333333334,23.885714285714283,20.557142857142857,3.3428571428571425,0.16714285714285712,-0.09714285714285716
Fredrik Aursnes,2.117272727272727,45.72727272727273,21.363636363636363,24.363636363636363,1.2254545454545456,-0.07636363636363637,42.9,16.52,26.380000000000003,1.412,-0.028000000000000004
Fredrik Jensen,1.0866666666666667,13.11111111111111,16.11111111111111,-3.0,-0.4633333333333333,0.12666666666666668,7.928571428571429,10.257142857142856,-2.314285714285714,-0.5542857142857143,-0.03571428571428571
Fredrik Midtsjø,1.9753846153846153,38.46153846153846,22.0,16.46153846153846,0.7961538461538461,0.26,53.45,30.6,22.85,0.865,0.62
Fredrik Oldrup Jensen,1.5092307692307694,25.46153846153846,24.46153846153846,1.0,-0.02384615384615385,-0.4815384615384615,7.05,6.75,0.3,0.16,0.61
Fredrik Oppegard,1.7263636363636363,10.272727272727273,12.909090909090908,-2.6363636363636362,8.405454545454546,7.9772727272727275,5.716666666666666,6.716666666666666,-1.0,7.266666666666667,6.531666666666666
Fredy,1.1245454545454545,19.454545454545453,23.545454545454547,-4.090909090909091,-0.3109090909090909,0.06636363636363635,21.1,21.2,-0.1,0.0,0.68
Frenkie de Jong,2.0461538461538464,40.30769230769231,18.923076923076923,21.384615384615383,1.1446153846153846,-0.004615384615384619,47.728571428571435,23.657142857142855,24.1,1.0814285714285714,-0.02714285714285714
Fábio Conceição,1.05,20.0,24.0,-4.0,-0.31666666666666665,0.11666666666666665,21.3,23.766666666666666,-2.5,-0.19666666666666668,0.5100000000000001
Fábio Silva,1.4355555555555555,13.777777777777779,12.0,1.7777777777777777,0.24333333333333332,-0.12666666666666668,10.642857142857142,12.700000000000001,-2.042857142857143,-0.19714285714285715,-0.35000000000000003
Félix Correia,1.245,16.0,16.0,0.0,2.2133333333333334,2.6216666666666666,13.74,13.62,0.1400000000000002,0.75,1.248
Félix Lemaréchal,0.9774999999999999,9.0,8.5,0.5,-2.7824999999999998,-2.8899999999999997,9.25,9.325,-0.04999999999999993,-2.77,-2.8575
Gabri Martínez,1.2433333333333334,18.0,20.0,-2.0,-0.02,-0.5966666666666667,18.5,16.866666666666667,1.7000000000000002,0.22666666666666668,-0.26333333333333336
Gabriel Airton de Souza,1.325,9.0,10.833333333333334,-1.8333333333333333,-0.38999999999999996,-0.37666666666666665,10.66,12.9,-2.2199999999999998,-0.364,-0.29
Gabriel Bares,0.8,11.0,15.25,-4.25,-0.4575,0.3375,10.25,15.1,-4.8,-0.99,-0.295
Gabriel Gudmundsson,1.4445454545454546,15.0,14.727272727272727,0.2727272727272727,-0.06818181818181818,-0.4645454545454545,14.357142857142858,12.814285714285715,1.5285714285714285,0.26142857142857145,-0.11714285714285712
Gabriel Jesus,2.3111111111111113,39.888888888888886,12.222222222222221,27.666666666666668,1.6855555555555555,0.24111111111111116,36.7625,12.7375,24.05,1.36125,0.24375
Gabriel Magalhães,1.81,30.272727272727273,15.545454545454545,14.727272727272727,0.40545454545454546,0.23909090909090908,37.0125,21.9375,15.1,0.3375,0.79
Gabriel Martinelli,1.88,31.833333333333332,17.0,14.833333333333334,0.7883333333333334,-0.12999999999999998,28.383333333333336,16.316666666666666,12.066666666666668,0.6133333333333334,0.07
Gabriel Osei Misehouy,0.675,9.75,15.0,-5.25,-0.057499999999999996,-0.20249999999999999,4.0,2.0,2.0,0.98,0.88
Gabriel Osho,1.2935714285714286,15.928571428571429,17.428571428571427,-1.5,-0.155,0.23,16.033333333333335,17.416666666666668,-1.3499999999999996,-0.25666666666666665,0.155
Gabriel Paulista,1.6453846153846154,27.53846153846154,21.0,6.538461538461538,0.40153846153846157,0.15307692307692305,27.5875,26.4875,1.0750000000000002,0.14875,0.13
Gabriel Sara,1.86,48.666666666666664,37.0,11.666666666666666,0.7366666666666667,0.49666666666666665,49.75,49.4,0.4,0.01,0.595
Gabriel Strefezza,1.23875,20.25,24.875,-4.625,-0.26375000000000004,0.1975,21.5125,22.35,-0.8499999999999999,-0.07750000000000001,0.012499999999999997
Gabriel Suazo,1.22,19.0,22.333333333333332,-3.3333333333333335,-0.17333333333333334,-0.2733333333333333,21.3,21.733333333333334,-0.4000000000000001,0.17,0.14666666666666667
Gabriel Vidovic,1.6657142857142857,9.571428571428571,5.571428571428571,4.0,1.11,0.11428571428571432,4.3500000000000005,3.95,0.375,0.44,-0.2725
Gabriel Vieira,1.335,17.5,28.0,-10.5,-0.405,-0.6299999999999999,22.15,22.150000000000002,0.04999999999999982,0.22000000000000003,0.7999999999999999
Gabriele Zappa,1.0516666666666667,25.833333333333332,33.5,-7.666666666666667,-0.4483333333333334,-0.13,26.45,32.6,-6.183333333333334,-0.3566666666666667,-0.6183333333333333
